country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,cluster,pl_count
greece,0.849,0.685,9,-7.522,1,0.279,0.19,2.4e-06,0.641,0.493,125.939,163557,56,4,1.0
greece,0.744,0.657,2,-6.451,1,0.0592,0.247,0.0,0.0942,0.164,100.023,247200,57,3,1.0
greece,0.942,0.424,1,-7.64,0,0.0955,0.455,0.0,0.0942,0.695,115.011,265565,55,5,1.0
greece,0.536,0.675,3,-7.747,0,0.347,0.342,3.19e-05,0.117,0.856,92.94,150918,56,0,1.0
greece,0.771,0.53,2,-11.731,1,0.526,0.391,0.0,0.115,0.501,143.115,285309,56,0,1.0
greece,0.701,0.726,5,-7.367,0,0.085,0.11,0.0,0.361,0.793,141.867,164375,55,5,1.0
greece,0.64,0.639,9,-6.397,1,0.0669,0.149,0.0,0.271,0.298,167.864,216902,55,1,1.0
guatemala,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,85,1,4.0
honduras,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,85,1,4.0
mexico,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,85,1,4.0
nicaragua,0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,156267,85,1,4.0
guatemala,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408,83,2,2.0
mexico,0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,189408,83,2,2.0
guatemala,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,84,4,4.0
honduras,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,84,4,4.0
mexico,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,84,4,4.0
nicaragua,0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,189050,84,4,4.0
costa_rica,0.704,0.482,9,-5.352,1,0.0349,0.211,0.0,0.3,0.604,102.01,198529,81,3,3.0
guatemala,0.704,0.482,9,-5.352,1,0.0349,0.211,0.0,0.3,0.604,102.01,198529,81,3,3.0
mexico,0.704,0.482,9,-5.352,1,0.0349,0.211,0.0,0.3,0.604,102.01,198529,81,3,3.0
guatemala,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,82,3,3.0
honduras,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,82,3,3.0
mexico,0.626,0.503,10,-5.087,1,0.141,0.407,0.0,0.234,0.821,72.985,179746,82,3,3.0
costa_rica,0.638,0.437,4,-3.857,1,0.0332,0.282,0.0,0.0894,0.618,147.88,143933,72,1,2.0
guatemala,0.638,0.437,4,-3.857,1,0.0332,0.282,0.0,0.0894,0.618,147.88,143933,72,1,2.0
mexico,0.83,0.159,1,-14.461,1,0.0383,0.946,2.02e-05,0.362,0.189,104.95,207400,80,2,1.0
guatemala,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,81,3,4.0
honduras,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,81,3,4.0
mexico,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,81,3,4.0
nicaragua,0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,255640,81,3,4.0
mexico,0.689,0.663,2,-4.538,1,0.0432,0.378,1.17e-06,0.0994,0.486,143.098,177063,82,3,1.0
hong_kong,0.491,0.533,9,-7.594,1,0.0473,0.393,0.0,0.0944,0.214,149.856,273390,63,2,1.0
hong_kong,0.703,0.607,0,-7.823,1,0.0409,0.716,0.0,0.112,0.819,118.973,228819,62,3,1.0
hong_kong,0.673,0.716,9,-8.054,0,0.0529,0.11,3.39e-06,0.0938,0.706,100.072,209251,61,5,1.0
hong_kong,0.497,0.454,10,-9.386,1,0.0303,0.543,0.0,0.0966,0.323,164.012,268536,61,2,1.0
hong_kong,0.347,0.553,0,-6.884,1,0.0448,0.416,0.0,0.154,0.188,139.267,207457,60,2,1.0
hong_kong,0.362,0.785,8,-6.05,1,0.0465,0.209,0.0,0.111,0.27,76.485,346247,59,3,1.0
hong_kong,0.346,0.394,8,-8.913,1,0.0546,0.613,0.0,0.155,0.309,164.456,277011,60,2,1.0
hong_kong,0.646,0.452,0,-8.152,1,0.0307,0.723,0.0,0.117,0.266,94.566,232008,61,2,1.0
hong_kong,0.445,0.783,7,-4.879,0,0.0317,0.245,0.0,0.144,0.347,135.981,237000,59,1,1.0
hong_kong,0.692,0.731,8,-7.158,0,0.0542,0.589,0.000208,0.201,0.519,76.999,191886,57,5,1.0
hong_kong,0.875,0.441,11,-8.637,1,0.0418,0.743,5.64e-06,0.114,0.734,129.998,189001,58,2,1.0
hong_kong,0.611,0.702,11,-3.554,0,0.0568,0.106,0.0,0.127,0.487,122.802,204994,58,5,1.0
hong_kong,0.631,0.52,7,-7.212,0,0.303,0.676,0.0,0.116,0.438,79.914,253756,57,0,1.0
hong_kong,0.711,0.315,0,-11.211,1,0.034,0.742,0.0,0.121,0.232,122.052,195424,56,2,1.0
hong_kong,0.643,0.514,5,-7.442,1,0.0357,0.6,0.0,0.0905,0.483,129.927,242693,57,2,1.0
hong_kong,0.54,0.407,5,-8.741,1,0.0295,0.476,0.0,0.094,0.614,127.995,223627,55,2,1.0
hong_kong,0.656,0.445,1,-11.652,0,0.0291,0.445,6.09e-06,0.14,0.389,92.018,229888,57,2,1.0
hong_kong,0.448,0.518,1,-8.849,1,0.0325,0.419,0.0,0.0811,0.288,122.765,297000,57,2,1.0
hong_kong,0.53,0.405,0,-7.644,1,0.0293,0.79,0.0,0.108,0.393,139.641,200162,56,2,1.0
hong_kong,0.521,0.917,1,-4.363,1,0.0388,0.00423,0.0,0.136,0.555,98.037,266000,57,3,1.0
hong_kong,0.534,0.677,2,-8.129,1,0.0333,0.644,5.72e-05,0.231,0.624,90.91,203094,56,2,1.0
hong_kong,0.512,0.169,3,-16.756,1,0.0354,0.892,1.3e-06,0.109,0.287,135.854,206118,55,2,1.0
hong_kong,0.425,0.792,7,-5.252,1,0.0505,0.319,0.0,0.128,0.367,140.007,232224,54,1,1.0
hong_kong,0.668,0.398,0,-6.971,1,0.0294,0.734,0.0,0.108,0.538,127.809,216000,56,2,1.0
hong_kong,0.653,0.604,5,-8.011,0,0.0962,0.263,0.0,0.127,0.623,160.045,186200,57,5,1.0
hong_kong,0.598,0.48,5,-8.073,1,0.0324,0.713,0.0,0.134,0.382,122.875,242647,56,2,1.0
hong_kong,0.57,0.348,2,-12.901,1,0.0335,0.728,0.0135,0.169,0.377,133.934,253819,56,2,1.0
hong_kong,0.654,0.622,1,-7.204,1,0.0347,0.591,0.0,0.0988,0.495,94.999,240775,56,3,1.0
hong_kong,0.425,0.513,6,-6.805,1,0.0282,0.157,0.0,0.112,0.314,126.844,307874,56,1,1.0
hong_kong,0.647,0.405,4,-9.208,1,0.0594,0.734,0.0,0.346,0.166,123.982,225918,55,2,1.0
hong_kong,0.512,0.442,6,-7.114,1,0.038,0.781,0.0,0.121,0.483,77.621,218917,55,2,1.0
hong_kong,0.704,0.713,10,-7.573,1,0.187,0.646,0.0,0.0958,0.779,94.004,198500,56,3,1.0
malaysia,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,82,3,3.0
singapore,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,82,3,3.0
thailand,0.806,0.653,8,-6.283,1,0.0902,0.0282,0.000784,0.107,0.85,150.058,200690,82,3,3.0
hungary,0.802,0.583,5,-3.85,0,0.037,0.334,0.0,0.13,0.48,119.914,206125,55,5,1.0
hungary,0.741,0.658,2,-8.631,1,0.0717,0.548,0.0,0.119,0.467,103.942,191538,61,3,1.0
hungary,0.865,0.589,9,-6.226,1,0.0971,0.544,0.000918,0.0895,0.564,92.008,213913,57,3,1.0
hungary,0.713,0.711,0,-7.006,1,0.0638,0.418,0.0,0.116,0.634,82.019,190976,56,3,1.0
hungary,0.822,0.782,9,-4.836,0,0.119,0.278,0.0,0.0594,0.904,115.082,150277,56,5,1.0
hungary,0.867,0.321,1,-10.35,0,0.426,0.18,0.0,0.156,0.551,139.956,147165,55,0,1.0
hungary,0.831,0.712,10,-8.913,0,0.0924,0.783,0.0,0.0849,0.487,115.013,200679,55,5,1.0
hungary,0.787,0.684,5,-7.162,0,0.0544,0.343,9.2e-06,0.219,0.785,139.984,178714,54,5,1.0
hungary,0.79,0.503,1,-9.301,1,0.206,0.527,0.0,0.11,0.241,75.008,168800,55,2,1.0
hungary,0.877,0.631,10,-6.716,0,0.0704,0.269,4.79e-05,0.0889,0.604,125.947,154286,54,5,1.0
hungary,0.877,0.722,8,-6.033,0,0.0867,0.554,1.14e-05,0.139,0.7,106.009,160441,52,5,1.0
hungary,0.799,0.801,10,-2.776,1,0.0571,0.248,0.0,0.11,0.793,97.955,183686,51,3,1.0
iceland,0.967,0.492,2,-5.402,1,0.0634,0.0279,0.0,0.107,0.894,129.997,182400,42,3,1.0
iceland,0.729,0.15,11,-13.306,1,0.0361,0.9,8.74e-06,0.102,0.397,120.043,108902,46,2,1.0
iceland,0.66,0.818,5,-7.335,1,0.115,0.103,0.000692,0.0715,0.434,163.933,252920,41,1,1.0
iceland,0.698,0.118,5,-12.113,1,0.0298,0.912,0.0,0.116,0.552,93.086,152416,45,2,1.0
iceland,0.617,0.11,4,-10.594,0,0.0343,0.928,0.0,0.11,0.385,127.658,133050,44,2,1.0
iceland,0.697,0.0953,9,-13.16,0,0.0314,0.911,0.0,0.109,0.64,79.866,99614,44,2,1.0
iceland,0.777,0.1,2,-14.009,0,0.0377,0.926,0.0,0.0947,0.641,99.979,175404,43,2,1.0
india,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,228855,83,2,1.0
india,0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,230292,83,3,1.0
india,0.428,0.467,2,-4.904,1,0.0327,0.68,0.0,0.135,0.193,90.831,266005,76,2,1.0
india,0.412,0.494,6,-9.282,1,0.0536,0.706,0.0,0.0772,0.496,169.93,228189,74,2,1.0
india,0.77,0.84,11,-4.022,1,0.107,0.515,0.00452,0.145,0.192,96.012,270000,76,3,1.0
india,0.552,0.336,7,-7.466,0,0.0284,0.84,1.92e-06,0.12,0.394,96.869,230103,61,2,1.0
india,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,69,2,1.0
india,0.489,0.625,9,-6.497,0,0.0584,0.288,0.0,0.133,0.439,149.921,230876,62,1,1.0
india,0.758,0.57,6,-8.645,0,0.0462,0.00374,2.47e-06,0.184,0.567,126.966,230185,74,5,1.0
india,0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,231487,76,2,1.0
india,0.817,0.715,9,-5.13,1,0.0484,0.183,0.0,0.214,0.398,100.002,177695,56,3,1.0
india,0.483,0.468,8,-7.642,1,0.0341,0.785,0.0,0.152,0.319,135.864,247941,72,2,1.0
india,0.827,0.587,9,-5.531,0,0.113,0.203,0.0,0.0727,0.774,119.936,190000,74,5,1.0
india,0.815,0.761,4,-7.162,0,0.144,0.192,0.0,0.0272,0.82,121.999,200219,74,5,1.0
india,0.743,0.562,0,-5.846,0,0.0424,0.421,0.0,0.1,0.31,87.869,210682,71,5,1.0
india,0.638,0.785,10,-2.612,1,0.044,0.185,0.0,0.245,0.515,91.101,228031,67,3,1.0
india,0.56,0.512,1,-7.185,0,0.0333,0.592,0.0,0.056,0.39,123.991,254516,72,2,1.0
india,0.612,0.78,1,-5.123,0,0.0814,0.0781,0.0,0.0593,0.554,92.059,273273,73,5,1.0
india,0.721,0.751,10,-6.203,0,0.125,0.162,6.59e-06,0.118,0.738,140.095,185481,73,5,1.0
india,0.722,0.335,1,-9.943,1,0.136,0.12,0.0,0.0747,0.266,85.034,206118,72,2,1.0
india,0.559,0.632,5,-7.58,0,0.0608,0.413,0.0,0.118,0.699,90.097,199175,71,5,1.0
india,0.427,0.396,11,-7.556,1,0.0366,0.736,0.0,0.11,0.306,70.368,284780,69,2,1.0
india,0.854,0.611,8,-6.26,0,0.0864,0.223,0.0,0.119,0.417,100.024,254400,73,5,1.0
india,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,84,2,1.0
japan,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
malaysia,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
morocco,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
philippines,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
singapore,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
south_korea,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
vietnam,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,89,3,7.0
india,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,76,1,1.0
japan,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,86,5,3.0
south_korea,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,86,5,3.0
vietnam,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,86,5,3.0
india,0.796,0.572,8,-7.03,0,0.0545,0.416,2.55e-05,0.0975,0.304,98.967,206061,73,5,1.0
malaysia,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,86,5,3.0
philippines,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,86,5,3.0
thailand,0.8,0.837,6,-2.807,0,0.0491,0.00406,0.00313,0.0904,0.702,100.015,225600,86,5,3.0
indonesia,0.602,0.298,4,-13.333,1,0.0385,0.31,0.0,0.117,0.316,119.889,203076,79,2,1.0
indonesia,0.522,0.357,2,-8.579,1,0.0299,0.432,3.31e-06,0.094,0.14,120.049,261300,78,2,1.0
indonesia,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
malaysia,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
philippines,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
singapore,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
thailand,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
vietnam,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,240907,84,2,6.0
indonesia,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,84,2,5.0
malaysia,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,84,2,5.0
philippines,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,84,2,5.0
singapore,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,84,2,5.0
thailand,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,84,2,5.0
indonesia,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,251440,80,2,3.0
malaysia,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,251440,80,2,3.0
philippines,0.63,0.456,8,-8.285,1,0.0317,0.545,0.0,0.114,0.166,137.915,251440,80,2,3.0
indonesia,0.635,0.388,6,-8.647,1,0.0285,0.861,0.000327,0.111,0.432,126.062,260000,67,2,1.0
indonesia,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571,80,5,2.0
philippines,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-05,0.1,0.939,139.991,344571,80,5,2.0
indonesia,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,203385,83,2,2.0
malaysia,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,203385,83,2,2.0
indonesia,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,87,2,3.0
malaysia,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,87,2,3.0
philippines,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,87,2,3.0
indonesia,0.626,0.344,7,-7.867,1,0.0318,0.808,0.0,0.0773,0.304,119.895,219896,75,2,1.0
indonesia,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,86,3,3.0
malaysia,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,86,3,3.0
singapore,0.609,0.692,1,-2.958,1,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720,86,3,3.0
indonesia,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
malaysia,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
philippines,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
singapore,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
thailand,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
vietnam,0.456,0.437,8,-11.156,1,0.0867,0.839,0.0,0.218,0.209,108.678,171743,81,2,6.0
indonesia,0.639,0.297,7,-11.18,1,0.0334,0.938,0.0839,0.18,0.292,113.989,211483,75,2,1.0
indonesia,0.535,0.217,1,-10.603,1,0.0318,0.921,1.56e-05,0.105,0.313,131.981,185653,74,2,1.0
indonesia,0.566,0.885,0,-4.664,1,0.0355,0.122,3.75e-06,0.049,0.31,135.015,325147,74,1,1.0
indonesia,0.588,0.311,8,-8.143,1,0.025,0.791,0.0,0.352,0.545,86.022,234204,72,2,1.0
indonesia,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,80,3,2.0
vietnam,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,80,3,2.0
indonesia,0.47,0.131,6,-13.29,1,0.0362,0.933,0.00245,0.109,0.115,118.836,315961,73,2,1.0
indonesia,0.646,0.281,4,-9.3,1,0.0278,0.573,0.0,0.102,0.162,134.88,198107,72,2,1.0
indonesia,0.589,0.442,11,-6.436,1,0.0266,0.0193,0.0,0.109,0.311,119.98,258050,73,3,1.0
indonesia,0.512,0.705,6,-6.051,0,0.0407,0.363,0.0,0.169,0.517,92.911,227595,73,5,1.0
indonesia,0.757,0.708,1,-4.385,0,0.0394,0.428,0.0,0.0635,0.798,122.916,200600,73,5,2.0
malaysia,0.757,0.708,1,-4.385,0,0.0394,0.428,0.0,0.0635,0.798,122.916,200600,73,5,2.0
indonesia,0.469,0.173,1,-11.396,1,0.0426,0.921,0.0,0.12,0.304,140.323,256868,74,2,1.0
indonesia,0.596,0.594,1,-6.641,1,0.035,0.564,0.0,0.151,0.489,144.994,238673,72,1,1.0
indonesia,0.638,0.713,2,-6.181,0,0.0336,0.156,8.72e-06,0.261,0.442,118.042,310813,72,5,1.0
indonesia,0.542,0.131,7,-14.104,1,0.0316,0.983,0.00544,0.156,0.319,136.161,190013,73,2,1.0
south_korea,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,238144,83,1,1.0
japan,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,80,3,5.0
morocco,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,80,3,5.0
philippines,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,80,3,5.0
south_korea,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,80,3,5.0
vietnam,0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,187585,80,3,5.0
indonesia,0.534,0.462,6,-9.383,1,0.0326,0.573,5.59e-06,0.0974,0.519,88.046,214567,71,2,1.0
indonesia,0.602,0.735,7,-5.487,1,0.0302,0.331,1.51e-05,0.118,0.457,124.972,305213,72,3,1.0
malaysia,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,170345,77,2,3.0
singapore,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,170345,77,2,3.0
vietnam,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,170345,77,2,3.0
singapore,0.759,0.886,1,-3.067,1,0.187,0.0103,2.04e-05,0.342,0.489,102.065,191462,62,3,1.0
ireland,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,148960,71,5,2.0
united_kingdom,0.695,0.781,7,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,124.04,148960,71,5,2.0
ireland,0.68,0.553,0,-7.116,1,0.042,0.409,0.0,0.0847,0.352,99.999,198221,76,3,1.0
ireland,0.812,0.796,8,-10.548,1,0.0356,0.00826,0.921,0.365,0.961,125.976,249679,75,6,2.0
united_kingdom,0.812,0.796,8,-10.548,1,0.0356,0.00826,0.921,0.365,0.961,125.976,249679,75,6,2.0
netherlands,0.814,0.874,6,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,161041,78,3,1.0
israel,0.847,0.584,9,-6.289,0,0.0458,0.113,0.0103,0.0673,0.596,140.011,200143,55,5,1.0
israel,0.903,0.465,2,-9.638,0,0.126,0.101,1.18e-05,0.109,0.27,119.981,177875,60,5,1.0
israel,0.408,0.416,2,-11.787,0,0.0528,0.335,0.00015,0.238,0.337,181.793,361978,58,2,1.0
israel,0.696,0.797,6,-6.031,0,0.0696,0.0251,0.0,0.105,0.454,107.925,213333,60,5,1.0
israel,0.687,0.894,0,-3.436,1,0.172,0.146,0.0,0.082,0.552,150.074,171200,57,1,1.0
israel,0.712,0.533,3,-10.301,1,0.0417,0.369,0.0,0.099,0.318,125.09,161485,57,2,1.0
israel,0.671,0.472,8,-7.898,0,0.0344,0.875,0.0,0.124,0.663,139.748,197500,57,2,1.0
israel,0.585,0.394,6,-9.016,0,0.0321,0.676,0.0,0.119,0.345,84.018,212963,57,2,1.0
israel,0.411,0.394,5,-9.449,0,0.0366,0.611,0.0,0.111,0.36,173.734,186897,56,2,1.0
israel,0.852,0.803,9,-3.842,0,0.0615,0.0405,1.07e-05,0.0811,0.558,97.999,168980,57,5,1.0
israel,0.565,0.59,1,-5.73,0,0.0838,0.402,0.0,0.265,0.272,108.111,151968,48,5,1.0
israel,0.558,0.9,1,-4.78,1,0.0387,0.000128,0.00122,0.0421,0.966,144.973,180000,35,1,1.0
israel,0.778,0.577,5,-6.766,0,0.173,0.104,2.97e-06,0.122,0.361,99.05,169848,57,5,1.0
israel,0.438,0.521,9,-8.599,0,0.261,0.168,0.0,0.145,0.237,94.954,204000,55,0,1.0
israel,0.639,0.408,4,-9.733,1,0.0628,0.198,0.0,0.11,0.282,129.988,200000,55,2,1.0
israel,0.697,0.777,7,-3.472,0,0.0834,0.0107,0.0,0.097,0.555,103.996,151442,56,5,1.0
israel,0.777,0.692,1,-5.814,1,0.068,0.0286,2.22e-05,0.082,0.627,123.03,203049,55,3,1.0
israel,0.912,0.417,1,-10.869,1,0.271,0.0579,0.00607,0.139,0.181,102.037,142941,55,0,1.0
israel,0.546,0.374,9,-8.108,0,0.0805,0.535,6.5e-05,0.112,0.206,187.776,204982,54,2,1.0
israel,0.773,0.538,11,-6.298,0,0.036,0.541,4.45e-05,0.188,0.676,127.967,199710,57,5,1.0
israel,0.59,0.377,2,-7.987,1,0.0287,0.413,0.0,0.101,0.374,73.99,201190,55,2,1.0
israel,0.814,0.644,7,-6.612,1,0.166,0.0276,2.9e-05,0.356,0.851,114.981,172025,53,3,1.0
israel,0.57,0.396,7,-12.122,1,0.0324,0.515,0.0,0.113,0.167,90.016,179860,54,2,1.0
israel,0.681,0.691,1,-5.31,0,0.0604,0.397,0.0,0.107,0.787,127.002,204521,56,5,1.0
italy,0.816,0.711,7,-4.45,0,0.121,0.0614,0.0,0.103,0.775,140.062,170018,79,5,1.0
italy,0.766,0.667,10,-4.668,0,0.053,0.522,0.0,0.0838,0.52,128.62,174364,75,5,1.0
italy,0.477,0.844,11,-4.87,1,0.0458,0.00273,0.0,0.137,0.203,169.941,220235,79,1,1.0
italy,0.81,0.649,1,-6.11,0,0.0837,0.332,0.0,0.106,0.393,123.009,211499,70,5,1.0
italy,0.688,0.442,9,-5.611,1,0.0354,0.921,0.0,0.366,0.252,116.463,206379,78,2,1.0
italy,0.599,0.79,6,-3.242,1,0.0422,0.359,0.0,0.105,0.693,75.004,176400,72,3,1.0
italy,0.566,0.938,9,-4.387,1,0.0709,0.0136,0.0,0.1,0.753,143.126,156084,71,1,1.0
italy,0.546,0.652,0,-3.852,1,0.0339,0.451,0.0,0.123,0.378,139.875,236417,77,1,1.0
italy,0.68,0.76,1,-4.866,0,0.0556,0.233,0.0,0.13,0.709,82.54,176773,76,5,1.0
italy,0.409,0.647,10,-7.698,1,0.212,0.303,0.0,0.332,0.523,196.426,215517,75,1,1.0
italy,0.476,0.711,2,-5.769,1,0.0336,0.00721,1.81e-06,0.0842,0.756,185.996,180343,67,1,1.0
italy,0.712,0.567,3,-5.244,1,0.0779,0.494,0.0,0.107,0.589,143.818,150104,73,3,1.0
italy,0.656,0.796,11,-4.294,0,0.0437,0.222,0.0,0.36,0.699,95.009,221020,74,5,1.0
italy,0.737,0.435,1,-7.301,0,0.0546,0.852,0.0,0.0987,0.466,123.082,176098,74,2,1.0
italy,0.727,0.833,4,-2.594,1,0.0316,0.349,0.0,0.232,0.86,130.024,168000,74,3,1.0
italy,0.753,0.705,1,-5.393,0,0.114,0.371,1.61e-06,0.114,0.613,108.007,201250,62,5,1.0
italy,0.722,0.841,1,-3.561,1,0.0545,0.405,0.0,0.0876,0.467,99.963,166984,74,3,1.0
italy,0.681,0.691,4,-6.684,0,0.181,0.073,0.0,0.113,0.644,160.338,169671,74,5,1.0
italy,0.617,0.916,9,-3.538,1,0.0317,0.123,0.0,0.183,0.552,135.091,214926,73,1,1.0
italy,0.658,0.674,5,-6.848,0,0.0484,0.114,1.84e-05,0.147,0.164,129.914,237614,69,5,1.0
italy,0.589,0.461,0,-8.557,0,0.278,0.521,0.0,0.103,0.694,80.14,186079,72,0,1.0
japan,0.463,0.624,7,-5.118,1,0.0274,0.426,0.0,0.221,0.521,147.929,285587,77,1,1.0
japan,0.419,0.75,10,-3.546,1,0.0316,0.011,0.0,0.159,0.436,145.867,285396,76,1,1.0
