id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,update_dttm,name,artist,album_img,preview_url
0rt63HYAAIzUZo5O2D0uA6,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4,2021-11-20 10:26:23.402031,Visiting Hours,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/a26c21c3454638cd22c40faf44d6e68b58bcfef8?cid=92635a7f55d045ebb6fb8dee4927d449
2NkKIjlfLa9o9Yfsq2tl99,0.91,0.598,1,-7.038,1,0.149,0.000837,1.58e-05,0.365,0.646,146.012,171987,4,2021-11-20 10:26:23.402031,Be a Hoe/Break a Hoe,Shirin David,https://i.scdn.co/image/ab67616d0000b273d0cbe6c0dcc448fd2c487724,
6jnR8dYSsKNqj1lVVFT5R0,0.924,0.555,0,-7.467,0,0.12,0.123,0.00342,0.145,0.544,119.965,132000,4,2021-11-20 10:26:23.402031,BLEIB' ÜBER NACHT (feat. Luciano),KALIM,https://i.scdn.co/image/ab67616d0000b273b8edc8e6156e995e379e6f00,
4VIyBZioj5khxauaZJexks,0.83,0.6,5,-6.706,0,0.0483,0.22,3.3e-06,0.11,0.77,86.514,159160,4,2021-11-20 10:26:23.402031,Dein Song,CRO,https://i.scdn.co/image/ab67616d0000b27338709ee0debc0472605d02a8,
4lfJ7JiiKyT0lZUiICHPb8,0.824,0.668,8,-5.914,1,0.0724,0.0705,0.0,0.112,0.299,112.021,156120,4,2021-11-20 10:26:23.402031,Rot,RIN,https://i.scdn.co/image/ab67616d0000b2737b152c900b8ff83901ac800e,https://p.scdn.co/mp3-preview/1571407d3beb6d4e4e38e3baf5ec252889518d14?cid=92635a7f55d045ebb6fb8dee4927d449
2gQPv5jvVPqU2a9HhMNO1v,0.594,0.612,8,-6.627,0,0.363,0.835,0.0,0.461,0.687,179.629,168020,4,2021-11-20 10:26:23.402031,Toxic,BoyWithUke,https://i.scdn.co/image/ab67616d0000b27382a18aa0d3374049c6b78f6a,
1pz6PTEHHrXWvkm6ktNUhm,0.631,0.669,5,-7.03,0,0.257,0.475,0.0,0.246,0.46,195.94,198908,4,2021-11-20 10:26:23.402031,Rendez-Vous,Metejoor,https://i.scdn.co/image/ab67616d0000b273bc4eca0380ccb838bd840b8e,https://p.scdn.co/mp3-preview/493b3edd269dceb5eade6c684838b51b9d7e75ea?cid=92635a7f55d045ebb6fb8dee4927d449
0RoVmAeG1dC9U34S6RCCIB,0.732,0.93,0,-2.663,0,0.12,0.238,0.0,0.606,0.892,172.822,175217,4,2021-11-20 10:26:23.402031,Quebrando Protocolo - Ao Vivo,Gusttavo Lima,https://i.scdn.co/image/ab67616d0000b273aef4a1c0c7c57121d92c2c7b,https://p.scdn.co/mp3-preview/2050fba4422b3dd2a998a4bece1d14a4d8e94934?cid=92635a7f55d045ebb6fb8dee4927d449
2HTL8rQMv4gBxljw4p0Y6P,0.832,0.876,10,-4.243,0,0.0642,0.0225,2.26e-06,0.0842,0.901,140.056,229929,4,2021-11-20 10:26:23.402031,Avtomata,Tedi Aleksandrova,https://i.scdn.co/image/ab67616d0000b2730e820142ced5f7903cb75f6a,https://p.scdn.co/mp3-preview/690de0c18c2ed63bca585beb9d9dbaff3b8b7c8a?cid=92635a7f55d045ebb6fb8dee4927d449
56toqzf7aTsmiZcILHODtO,0.645,0.851,0,-5.326,0,0.0535,0.0299,1.09e-05,0.362,0.788,157.968,212658,4,2021-11-20 10:26:23.402031,Edin na million,Emrah,https://i.scdn.co/image/ab67616d0000b2737bb09451b5c10ea58619d231,https://p.scdn.co/mp3-preview/a92d9dc2f0e13d2edb47cdab5a62419580669815?cid=92635a7f55d045ebb6fb8dee4927d449
0xxZY5C9xxij3D1HkzbnfC,0.541,0.504,11,-14.191,0,0.457,0.375,0.0,0.421,0.707,68.482,192040,4,2021-11-20 10:26:23.402031,Monster Mash,"Bobby ""Boris"" Pickett",https://i.scdn.co/image/ab67616d0000b273edf6710f9c0cd81e37fcaf3d,
3S2R0EVwBSAVMd5UMgKTL0,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.00018,0.914,0.813,118.458,357267,4,2021-11-20 10:26:23.402031,Thriller,Michael Jackson,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,https://p.scdn.co/mp3-preview/dd0621b7f11364a37c96031dbedbca6b88dbfa7d?cid=92635a7f55d045ebb6fb8dee4927d449
5MAnH0CFbD13INQBsnKI9y,0.75,0.543,5,-10.672,0,0.179,0.355,0.0,0.419,0.652,150.066,197418,4,2021-11-20 10:26:23.402031,Demon High,Lil Uzi Vert,https://i.scdn.co/image/ab67616d0000b273d6b6c8469d7d057a3e965d55,https://p.scdn.co/mp3-preview/016b3f7af4d2c7ad0324a8df0a002374b2f9ff42?cid=92635a7f55d045ebb6fb8dee4927d449
3NuLxTXowTRcguTh9RsPmM,0.567,0.211,0,-9.975,1,0.0315,0.952,5.24e-05,0.275,0.289,134.019,185587,4,2021-11-20 10:26:23.402031,The Joker And The Queen,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/97fa94745c5913a72b07325f975a63f70cc2f9e8?cid=92635a7f55d045ebb6fb8dee4927d449
6thXB4RmajS4oZPNiBAKy0,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,239133,4,2021-11-20 10:26:23.402031,Ghostbusters,Ray Parker Jr.,https://i.scdn.co/image/ab67616d0000b273ed86c7a97ede8185293c1b8f,https://p.scdn.co/mp3-preview/170a4926fe1050ed8460e11566e2ebf2f0f7884f?cid=92635a7f55d045ebb6fb8dee4927d449
0YbI9lWxUBsCJLb6EBydkr,0.578,0.558,2,-5.438,1,0.0872,0.236,0.0,0.143,0.54,75.087,223867,4,2021-11-20 10:26:23.402031,Leave Your Life,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/2e5f126081c3d7efd43d5e3d201720a87f65fb52?cid=92635a7f55d045ebb6fb8dee4927d449
4yoc5cUWk4OFvqOcvFvw0o,0.822,0.708,1,-4.651,0,0.0825,0.169,1.84e-05,0.114,0.456,94.974,208008,4,2021-11-20 10:26:23.402031,Dictadura,Anuel AA,https://i.scdn.co/image/ab67616d0000b273eaae903e14edf43710108c46,https://p.scdn.co/mp3-preview/98effe588964f02f9ec9236308e4aa57c74cdc8a?cid=92635a7f55d045ebb6fb8dee4927d449
6DdC4I8ENm7zHH9Jy9pFg4,0.567,0.686,6,-5.096,1,0.119,0.147,0.0,0.118,0.427,92.416,186693,4,2021-11-20 10:26:23.402031,VACAXIONES,Feid,https://i.scdn.co/image/ab67616d0000b2731b23661425771c8a6b3348df,
5v8MTUCUwTzxjRxANwfATn,0.847,0.574,11,-8.436,0,0.212,0.19,7.29e-05,0.405,0.6,116.046,138621,4,2021-11-20 10:26:23.402031,Zakázaný ovoce,STEIN27,https://i.scdn.co/image/ab67616d0000b2732d459b83b3c3f9dd3ad27abc,https://p.scdn.co/mp3-preview/7ebef18d824f41159fc0a5bee058987c807eeb63?cid=92635a7f55d045ebb6fb8dee4927d449
1yD45ue5YXqkWIv4YI0B7e,0.674,0.706,1,-6.646,1,0.163,0.129,8.48e-05,0.155,0.468,193.997,208186,4,2021-11-20 10:26:23.402031,Vendetta,Phlake,https://i.scdn.co/image/ab67616d0000b273f72d48fe37cf239930465531,https://p.scdn.co/mp3-preview/c217a2e83315a4849e5a772cb37f58da6229d98b?cid=92635a7f55d045ebb6fb8dee4927d449
6aqIPkTY6jVDKKWiK2ioTr,0.827,0.759,1,-5.314,1,0.28,0.0174,0.0,0.146,0.763,100.158,175842,4,2021-11-20 10:26:23.402031,Colombiano (Alberto X Tessa),Alberto,https://i.scdn.co/image/ab67616d0000b273f736c7ab35cfb6898024ba74,
65XzSJEtP2hlNjo8x44bL4,0.815,0.639,7,-4.73,1,0.0555,0.594,7.47e-06,0.136,0.518,100.978,146139,4,2021-11-20 10:26:23.402031,Designer Love (feat. Gilli),Eight O,https://i.scdn.co/image/ab67616d0000b273610cee7db5c6cc224dca53f1,https://p.scdn.co/mp3-preview/c6af52a6b3a841b2e8fa64873b435d633fe3c3b8?cid=92635a7f55d045ebb6fb8dee4927d449
0VuDtcT7H4CAljLZEH021x,0.686,0.765,8,-4.778,1,0.118,0.0122,0.0,0.127,0.743,99.998,203493,4,2021-11-20 10:26:23.402031,Stop The Rain,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/a1a392076bd3df155463e5ad3ad1e8106c51da8c?cid=92635a7f55d045ebb6fb8dee4927d449
3NzO25bvpU4lUf8kYvcrd1,0.723,0.357,0,-7.796,0,0.0916,0.107,0.000192,0.0884,0.343,180.038,131333,4,2021-11-20 10:26:23.402031,Cuarentena,Eladio Carrion,https://i.scdn.co/image/ab67616d0000b273693b0946d006caff642cb6f7,https://p.scdn.co/mp3-preview/376f10581c4d5ddb203092aae6ac85b80dba360a?cid=92635a7f55d045ebb6fb8dee4927d449
53BjuhvFCmv5T0VRhKuNrb,0.798,0.867,10,-4.653,0,0.0532,0.153,1e-05,0.0643,0.784,107.97,188357,4,2021-11-20 10:26:23.402031,FAR2 KHEBRA,Afroto,https://i.scdn.co/image/ab67616d0000b27363aa82b22a9458bc5d23eba1,https://p.scdn.co/mp3-preview/7da3c77190aafbffdac4a22fc7a3c87604b097fc?cid=92635a7f55d045ebb6fb8dee4927d449
5bpklP2B9Nlj5BO90RuCyA,0.825,0.843,11,-3.743,1,0.0523,0.0566,3.69e-05,0.553,0.685,96.006,230777,4,2021-11-20 10:26:23.402031,Mejor Sola,Kim Loaiza,https://i.scdn.co/image/ab67616d0000b273da121ccda0afb1b87e4c94e7,https://p.scdn.co/mp3-preview/4f56227a564a6c10ae72c5491be5e95192a1a01a?cid=92635a7f55d045ebb6fb8dee4927d449
7Bk0uXKk1uPT0XuQbpFzvs,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,0.505,98.005,261667,4,2021-11-20 10:26:23.402031,Fiel,Los Legendarios,https://i.scdn.co/image/ab67616d0000b27350c22294cd0ef1271dd7df3c,https://p.scdn.co/mp3-preview/32eaa82c63e2846641b4d71f6210f52576256a64?cid=92635a7f55d045ebb6fb8dee4927d449
0pJww1V82wLvQbG5ayelRP,0.634,0.719,10,-6.112,0,0.139,0.0787,3.19e-06,0.154,0.507,163.921,144878,4,2021-11-20 10:26:23.402031,Kirsikivi,Reket,https://i.scdn.co/image/ab67616d0000b273e034d9b58be4470bdbf7b0f2,https://p.scdn.co/mp3-preview/e8286c3529d64b79bdc77c04c67d89e5cee0a798?cid=92635a7f55d045ebb6fb8dee4927d449
35sMV8hCbGQuB257M4UGbT,0.678,0.638,4,-7.323,0,0.0431,0.147,0.0746,0.331,0.686,117.96,151093,4,2021-11-20 10:26:23.402031,KIDS (feat. Emily Roberts) - Single Edit,NOËP,https://i.scdn.co/image/ab67616d0000b273fe9505ba6de896ee32797137,https://p.scdn.co/mp3-preview/374a4126d2c91036a8aeb9705a28c9c3a2d14dac?cid=92635a7f55d045ebb6fb8dee4927d449
3JzwcpwSElAMCPQg96XVEZ,0.78,0.798,8,-6.906,0,0.0655,0.0958,0.000399,0.0819,0.884,119.024,149244,4,2021-11-20 10:26:23.402031,Linnuteid,Elina Born,https://i.scdn.co/image/ab67616d0000b273f9fa30ec5083955e573ff62b,
3cMIZs0Ae10CMCOQcZPW18,0.545,0.689,4,-7.31,0,0.119,0.381,0.0164,0.117,0.55,159.977,194464,4,2021-11-20 10:26:23.402031,No Man Is An Island,NOËP,https://i.scdn.co/image/ab67616d0000b27348ac40713a838071bd1c0180,https://p.scdn.co/mp3-preview/0a98610cf2e7bc3a878d0355f7895c69f50ee6e4?cid=92635a7f55d045ebb6fb8dee4927d449
6mBcS1PFMYrjK9e28I8Xvc,0.762,0.711,9,-7.027,0,0.0719,0.0692,0.0,0.314,0.591,109.941,168565,4,2021-11-20 10:26:23.402031,gloria,5MIINUST,https://i.scdn.co/image/ab67616d0000b273e79ce658363df1fe63f0da07,
2n3LoirUs3PrjP3dYmgJQ2,0.678,0.724,11,-6.218,1,0.0304,0.2,0.00737,0.277,0.518,140.126,180137,4,2021-11-20 10:26:23.402031,Elämä on hetken ihanaa,costee,https://i.scdn.co/image/ab67616d0000b27340419c38a704b877f2e51c06,https://p.scdn.co/mp3-preview/9ae5744bddcfb70784b3b94ff72f8c24385c825b?cid=92635a7f55d045ebb6fb8dee4927d449
5sv0WnUs74Orn6GoPmC5im,0.672,0.73,5,-4.77,1,0.0372,0.113,0.0,0.0612,0.559,123.969,210213,4,2021-11-20 10:26:23.402031,Collide,Ed Sheeran,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,https://p.scdn.co/mp3-preview/2d8d560bad10212dab3942872cb29b33acdf23aa?cid=92635a7f55d045ebb6fb8dee4927d449
0HLhptvI8NozbOHRLNniFz,0.687,0.717,11,-6.61,1,0.0755,0.0744,0.0,0.134,0.685,88.063,158995,4,2021-11-20 10:26:23.402031,"Family (feat. Bebe Rexha, Ty Dolla $ign & A Boogie Wit da Hoodie)",David Guetta,https://i.scdn.co/image/ab67616d0000b273b82ff18687ec3b164b569877,https://p.scdn.co/mp3-preview/2b27a0f3a7fa9382c6054fa11ce8f0bc3f24f745?cid=92635a7f55d045ebb6fb8dee4927d449
1sVg7wSCOmUzJLqUmxOvj9,0.777,0.659,6,-5.973,0,0.039,0.514,0.0,0.1,0.425,101.991,169120,4,2021-11-20 10:26:23.402031,Colis (feat. Maes),Larry,https://i.scdn.co/image/ab67616d0000b2738f7d0ae1c360e733a63478fa,https://p.scdn.co/mp3-preview/b204e50047a2be00d5f9520116f1a1ca6f33345b?cid=92635a7f55d045ebb6fb8dee4927d449
66OTw5q1Ut9KqdFgzMRrhp,0.796,0.822,11,-4.343,0,0.216,0.0616,0.0656,0.42,0.757,139.951,220632,4,2021-11-20 10:26:23.402031,Big Meech,Leto,https://i.scdn.co/image/ab67616d0000b273a59a3a5ba1bbf0f57729c05a,
1G59Rj6KVUQcI0zaLn5Vqr,0.894,0.579,7,-6.899,1,0.124,0.366,6.53e-05,0.079,0.491,98.035,189067,4,2021-11-20 10:26:23.402031,Goosebumps (feat. Hamza),Larry,https://i.scdn.co/image/ab67616d0000b2738f7d0ae1c360e733a63478fa,https://p.scdn.co/mp3-preview/f16abc29665375c216f16a7984d7fda51acce935?cid=92635a7f55d045ebb6fb8dee4927d449
2R5kWKlRKal6lZOkdQxUSc,0.79,0.746,11,-7.001,0,0.0554,0.132,0.00125,0.248,0.342,133.978,130747,4,2021-11-20 10:26:23.402031,SAGROTAN (feat. reezy),KALIM,https://i.scdn.co/image/ab67616d0000b273b8edc8e6156e995e379e6f00,
4ERJuguYFENulgTPXL3rXb,0.667,0.784,8,-4.226,1,0.237,0.118,0.0,0.172,0.684,81.623,164908,4,2021-11-20 10:26:23.402031,Vorbei,Monet192,https://i.scdn.co/image/ab67616d0000b273611511b98ebcc5efe2ec830a,https://p.scdn.co/mp3-preview/54748f9d1174012986b63687c96a63ba22e48c25?cid=92635a7f55d045ebb6fb8dee4927d449
5Z8EOLwSK1Qyn9VfQtOAcR,0.559,0.96,10,-2.427,0,0.086,0.00114,0.056,0.4,0.367,170.04,179912,4,2021-11-20 10:26:23.402031,Rave Witchers,FiNCH,https://i.scdn.co/image/ab67616d0000b2730812b8e80644dfac5f8f5ab5,
7rAxK5LOqUbc6ZeWJgMdCN,0.781,0.722,4,-5.573,0,0.0335,0.00982,1.85e-06,0.0817,0.463,132.975,195139,4,2021-11-20 10:26:23.402031,Eye of The Tiger,RIN,https://i.scdn.co/image/ab67616d0000b2737b152c900b8ff83901ac800e,https://p.scdn.co/mp3-preview/3f0ab9a486ce6fec2464c4889b3dce6a1ab290b1?cid=92635a7f55d045ebb6fb8dee4927d449
1jwi2hdepSbFkuBjOore8i,0.778,0.682,11,-8.171,0,0.226,0.0902,5.27e-05,0.122,0.604,94.95,128289,4,2021-11-20 10:26:23.402031,IDWK,PA Sports,https://i.scdn.co/image/ab67616d0000b2739068c9b9d500fb9d26daa22c,
7CmR4QF2Uk5pQ0DpqInrQJ,0.703,0.616,2,-7.304,1,0.0776,0.444,9.43e-06,0.128,0.347,128.037,201200,4,2021-11-20 10:26:23.402031,TNT (feat. Tua),Casper,https://i.scdn.co/image/ab67616d0000b2731360e6936be1a835cf745b3f,https://p.scdn.co/mp3-preview/c73663574a4e17e414f161caffd910a1e8a37875?cid=92635a7f55d045ebb6fb8dee4927d449
3o1WQbO5GjNnQDI35yU9WY,0.853,0.548,5,-7.475,0,0.0972,0.195,2.25e-06,0.128,0.678,127.097,148654,4,2021-11-20 10:26:23.402031,Pina Whiskey,Ardian Bujupi,https://i.scdn.co/image/ab67616d0000b273bf5c3461f3d3f466c2a08e63,https://p.scdn.co/mp3-preview/dfa8c29b3c86d24a443b1ff71e59ea2c21ddfb26?cid=92635a7f55d045ebb6fb8dee4927d449
0RPaZVssxMLeWsFUcet8W7,0.625,0.593,2,-9.415,1,0.338,0.361,0.0,0.105,0.264,97.207,170000,4,2021-11-20 10:26:23.402031,LUPIN,MG,https://i.scdn.co/image/ab67616d0000b27336564f45d12962a6f4fcfdab,
1iorjEApLfhiZEhI36hwoa,0.662,0.701,7,-9.715,1,0.397,0.21,0.0,0.13,0.573,140.092,275975,4,2021-11-20 10:26:23.402031,Squeeze,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/b5371eb94bc30a3b4f439d86a40bc7ddfa5d68a9?cid=92635a7f55d045ebb6fb8dee4927d449
6LxUxssRORxjir61cJadlt,0.786,0.869,10,-7.372,0,0.343,0.166,0.0,0.0921,0.608,141.941,233090,4,2021-11-20 10:26:23.402031,Funeral,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/15f38d4fa09b97e04b0b99f1ca2b0983c98eef1e?cid=92635a7f55d045ebb6fb8dee4927d449
0BJleoyJwNpcZquJ8IoVtN,0.721,0.619,2,-9.529,0,0.393,0.371,0.0,0.147,0.485,134.715,220476,4,2021-11-20 10:26:23.402031,The Kid (Egglemon),Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/5f5a082a245a1e50e97faf0552c5769ee596bd2a?cid=92635a7f55d045ebb6fb8dee4927d449
0TSiur0X9UvBNTIP6rJhdy,0.766,0.592,2,-9.628,1,0.286,0.398,0.0,0.0977,0.656,154.226,187523,4,2021-11-20 10:26:23.402031,Headphones,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/e6bfb285add4cedc68d21bb655a711fc32f5e39e?cid=92635a7f55d045ebb6fb8dee4927d449
4KuoEA3wWcYRYezshb0PIo,0.705,0.853,4,-7.439,0,0.342,0.121,0.0,0.409,0.603,141.789,193395,4,2021-11-20 10:26:23.402031,Level Up,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/5c46be6b1810c5cac358b0370cfd127845d81097?cid=92635a7f55d045ebb6fb8dee4927d449
1ckJgqB1gi70MoeLIyn6rP,0.735,0.84,9,-7.962,0,0.226,0.528,0.0,0.17,0.669,139.982,215862,4,2021-11-20 10:26:23.402031,Matador,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/43856dc8c979f96900185f43b87d69b19dc9491c?cid=92635a7f55d045ebb6fb8dee4927d449
6f6FjhqzWIFlEXZrSJjncI,0.782,0.74,1,-7.442,1,0.323,0.165,0.0,0.158,0.691,137.872,194777,4,2021-11-20 10:26:23.402031,Hools At Play,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/93ef42b6e3f577317b0d7793e9879964fc568214?cid=92635a7f55d045ebb6fb8dee4927d449
1dJ8YWLJQjxShRx6Fscc1m,0.779,0.562,2,-10.518,1,0.277,0.192,0.0,0.118,0.509,110.078,190062,4,2021-11-20 10:26:23.402031,Athens City,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/115079210917e9abf55a9ef477423bfbd1679392?cid=92635a7f55d045ebb6fb8dee4927d449
1fgnAIbZxLpb7redgLnB0i,0.62,0.675,0,-10.097,1,0.427,0.588,0.0,0.228,0.607,137.927,221531,4,2021-11-20 10:26:23.402031,You Know Who,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/c4a83bd739671469bd5f5bc0410e0dfd7e2e8931?cid=92635a7f55d045ebb6fb8dee4927d449
5IERsb6rMIAEpBs5AFpUNa,0.64,0.587,1,-9.724,1,0.366,0.346,0.0,0.173,0.551,92.567,208939,3,2021-11-20 10:26:23.402031,Takeover,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/f4cb8f634e77444140ef626781450da4a698948c?cid=92635a7f55d045ebb6fb8dee4927d449
2kMV3BSPU5FkTDJ8pahuw5,0.474,0.697,3,-7.816,0,0.333,0.533,0.0,0.162,0.504,93.442,230579,3,2021-11-20 10:26:23.402031,Texni Polemou,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/06d3b4a241118106d0a604fb845f3c49e0d580c9?cid=92635a7f55d045ebb6fb8dee4927d449
3z5rKywbXGxk6c7etb3w4h,0.797,0.751,11,-6.487,1,0.201,0.19,0.0,0.0914,0.751,82.964,242892,4,2021-11-20 10:26:23.402031,Inception,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/adf87bcff94aadf82b48ff9b384e907360e95707?cid=92635a7f55d045ebb6fb8dee4927d449
4AM07IJOA24yHsBuUBKr1J,0.634,0.756,5,-8.918,0,0.472,0.328,0.0,0.252,0.776,141.643,148919,4,2021-11-20 10:26:23.402031,Minare,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/7d7c712175e4ed58a4bd19a4ead76bd15589926d?cid=92635a7f55d045ebb6fb8dee4927d449
3xhh95OUXwmBPhGCSPDATj,0.606,0.791,7,-7.006,1,0.251,0.151,0.0,0.155,0.504,172.121,139220,4,2021-11-20 10:26:23.402031,Sao Paolo,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/2dbb511f3457b210fdbcf2701fdf223f36699ecf?cid=92635a7f55d045ebb6fb8dee4927d449
3NVJ8wf3n64rVR9y2CDmAF,0.828,0.684,11,-11.467,0,0.353,0.356,0.0,0.0591,0.483,96.992,218886,4,2021-11-20 10:26:23.402031,Scars,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/32be2b47c1aab27e7879f471b1c6ccaa4d6fa7cf?cid=92635a7f55d045ebb6fb8dee4927d449
7ouPFkWspFIWM7eFKkxVYN,0.765,0.706,10,-6.411,1,0.277,0.0413,0.0,0.189,0.673,147.967,189730,4,2021-11-20 10:26:23.402031,Rap Jesus,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/b0b13b9f26c52cb54244160d4c49cd08f24a5e6e?cid=92635a7f55d045ebb6fb8dee4927d449
3pS6MOOySG6wIq4El9Gqci,0.787,0.612,2,-7.956,1,0.281,0.32,0.0,0.218,0.734,99.995,194400,4,2021-11-20 10:26:23.402031,Spring,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/4c07ec3503b12f9c2f1766b97ff4d482329d61ae?cid=92635a7f55d045ebb6fb8dee4927d449
27qXzdNEw6qqQcYxdSjvye,0.796,0.838,11,-5.88,1,0.224,0.172,2.06e-05,0.119,0.442,130.036,225727,4,2021-11-20 10:26:23.402031,Charakiri,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/188fbdccece9835237179aee54219b6d8b8331ed?cid=92635a7f55d045ebb6fb8dee4927d449
0wsiImL75CS0bai0deZufP,0.689,0.651,7,-7.703,1,0.448,0.237,0.0,0.183,0.601,79.91,194166,4,2021-11-20 10:26:23.402031,Test Drive,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/554189e613953136f71a1778476ea6104b633788?cid=92635a7f55d045ebb6fb8dee4927d449
5L2saTRKB5M6Y0bDiFn1Z4,0.675,0.499,2,-9.388,1,0.0742,0.00737,1.23e-06,0.11,0.109,100.008,250811,4,2021-11-20 10:26:23.402031,God's Gift,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/e371e2b047df316ffd48b8d8a5a510f8b9c50f62?cid=92635a7f55d045ebb6fb8dee4927d449
35q5Dk2vOU2iowG1VW87Bk,0.809,0.631,6,-9.864,0,0.328,0.0781,2e-06,0.133,0.673,130.077,204481,4,2021-11-20 10:26:23.402031,Sahara Desert,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/8d91959a5da3d37002ec5c41c68bf7ceeddae50f?cid=92635a7f55d045ebb6fb8dee4927d449
2py9zZULCf4tETGeVaN8Sj,0.785,0.615,1,-8.425,1,0.253,0.254,0.0,0.105,0.197,98.038,238188,4,2021-11-20 10:26:23.402031,Clue,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/4cfb795e6b53156deafe6f4e81e2ea3ca85d9d00?cid=92635a7f55d045ebb6fb8dee4927d449
7uxTwwQFwajFySPzMQl9bo,0.558,0.513,0,-27.397,1,0.921,0.821,0.0,0.886,0.429,123.364,37028,3,2021-11-20 10:26:23.402031,Mary Shelley Voice Note 1,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/2d8977940d218f4802d193c548e48f8db0b73dfa?cid=92635a7f55d045ebb6fb8dee4927d449
4pDfbeAinmAjEoxwIpaNho,0.789,0.678,2,-8.718,0,0.424,0.228,0.0,0.206,0.707,134.946,189656,4,2021-11-20 10:26:23.402031,Party,Immune,https://i.scdn.co/image/ab67616d0000b273eed1f13eaa5e6c6c0b76abce,https://p.scdn.co/mp3-preview/a43a66b0db5ae84307325bf5be7dbb904eb5da80?cid=92635a7f55d045ebb6fb8dee4927d449
7eZJLfMQ5mDtejHitRkzRf,0.511,0.571,3,-5.669,1,0.04,0.434,0.0,0.0799,0.274,157.847,284000,4,2021-11-20 10:26:23.402031,凡星 (天星銀行airstar音樂劇場主題曲),Panther Chan,https://i.scdn.co/image/ab67616d0000b2730621368dbee91db49cace96c,https://p.scdn.co/mp3-preview/1536cd94248bff54d305ad1660e17d81f0ebe55c?cid=92635a7f55d045ebb6fb8dee4927d449
