id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,update_dttm,name,artist,album_img,preview_url
2QjOHCTQ1Jl3zawyYOpxh6,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4,2021-11-20 10:26:23.402031,Sweater Weather,The Neighbourhood,https://i.scdn.co/image/ab67616d0000b27378f71c0d2fe34592a3c18f80,https://p.scdn.co/mp3-preview/b189d26b94a514fa75e47775b4ce05421c67580f?cid=92635a7f55d045ebb6fb8dee4927d449
2BcMwX1MPV6ZHP4tUT9uq6,0.849,0.424,5,-9.579,0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966,4,2021-11-20 10:26:23.402031,Knife Talk (with 21 Savage ft. Project Pat),Drake,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,
2BEcap3xJtmiPaHKyfQi4e,0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,209884,4,2021-11-20 10:26:23.402031,Nostálgico,Rvssian,https://i.scdn.co/image/ab67616d0000b273006cb8a368b174bbef547df1,https://p.scdn.co/mp3-preview/b3b4e5eb1f4afbe36c5b3215d4bb2d3126509842?cid=92635a7f55d045ebb6fb8dee4927d449
4SqWKzw0CbA05TGszDgMlc,0.575,0.648,10,-4.891,1,0.0358,0.583,0.0,0.115,0.466,75.977,160240,4,2021-11-20 10:26:23.402031,I Love You So,The Walters,https://i.scdn.co/image/ab67616d0000b2739214ff0109a0e062f8a6cf0f,https://p.scdn.co/mp3-preview/71e46124927f40489d15d9208b449262da6c1fa5?cid=92635a7f55d045ebb6fb8dee4927d449
6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,2021-11-20 10:26:23.402031,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,https://i.scdn.co/image/ab67616d0000b2730abb7463b44d1be6243642f4,https://p.scdn.co/mp3-preview/8faed85715dbe34fa086885c5524204b36dbdf23?cid=92635a7f55d045ebb6fb8dee4927d449
5wANPM4fQCJwkGd4rN57mH,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013,4,2021-11-20 10:26:23.402031,drivers license,Olivia Rodrigo,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,
40iJIUlhi6renaREYGeIDS,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4,2021-11-20 10:26:23.402031,Fair Trade (with Travis Scott),Drake,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,
4knc1Fp3kbuq8bH2byOvLu,0.748,0.779,0,-6.659,1,0.0342,0.00884,3.96e-05,0.113,0.928,128.91,214933,4,2021-11-20 10:26:23.402031,Índigo,Camilo,https://i.scdn.co/image/ab67616d0000b273c3b52af16a3f5718b7d2c59b,https://p.scdn.co/mp3-preview/dea04d58665e7431e373799e9159ac436b65b6d6?cid=92635a7f55d045ebb6fb8dee4927d449
37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4,2021-11-20 10:26:23.402031,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,https://i.scdn.co/image/ab67616d0000b273c6af5ffa661a365b77df6ef6,
1q0PYXTbDsirp2l74ng6pn,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,130667,4,2021-11-20 10:26:23.402031,In Da Getto,J Balvin,https://i.scdn.co/image/ab67616d0000b273922a7339d969b5f0262580f5,
6O5TrlFWTYvznd9fMC0VvU,0.372,0.566,3,-6.779,1,0.0519,0.322,0.0,0.0953,0.28,146.399,290900,4,2021-11-20 10:26:23.402031,When We Were Young,Adele,https://i.scdn.co/image/ab67616d0000b273856b7a3e75db11219d0a8a5f,https://p.scdn.co/mp3-preview/cdae0d3cbad11c0984b37ce4ceac142a996ba5bf?cid=92635a7f55d045ebb6fb8dee4927d449
6IAZHEBUIGJ6NJKxxOBIEr,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,2021-11-20 10:26:23.402031,Rolling in the Deep,Adele,https://i.scdn.co/image/ab67616d0000b273cfdf2fb7598a18397869e96f,https://p.scdn.co/mp3-preview/cdbe20caa60a0fbdbb3d16f79eac4b4e4ba07268?cid=92635a7f55d045ebb6fb8dee4927d449
5lkpeJwmQKgY3bX2zChjxX,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4,2021-11-20 10:26:23.402031,Someone Like You,Adele,https://i.scdn.co/image/ab67616d0000b273cfdf2fb7598a18397869e96f,https://p.scdn.co/mp3-preview/ea92c058cb3df0cc9c4614b9de6c4b94c9d17f56?cid=92635a7f55d045ebb6fb8dee4927d449
6P096SaOzrgGxs8NWOfX7M,0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,0.784,83.803,177857,4,2021-11-20 10:26:23.402031,Salimo de Noche,Tiago PZK,https://i.scdn.co/image/ab67616d0000b27355b019d222e7430828ea7e9b,https://p.scdn.co/mp3-preview/1205c57212ac5387aaf2c41517d6a1df6d2a18e2?cid=92635a7f55d045ebb6fb8dee4927d449
23R68uWGdp07SwQdK8mWzI,0.845,0.612,11,-3.805,0,0.0426,0.125,0.0,0.0671,0.771,127.958,207187,4,2021-11-20 10:26:23.402031,Antes de Ti,Rusherking,https://i.scdn.co/image/ab67616d0000b273f9d7a383608d794f373be3f6,https://p.scdn.co/mp3-preview/49e2bf04f7d65a6831b6b4a551636d99d62c9951?cid=92635a7f55d045ebb6fb8dee4927d449
4xv2A022v5A8nyewDkYOkQ,0.793,0.352,8,-7.675,1,0.0955,0.302,0.0,0.175,0.666,80.014,213000,4,2021-11-20 10:26:23.402031,Rápido Lento,Emilia,https://i.scdn.co/image/ab67616d0000b27329a093c6af6b2905afa604fb,https://p.scdn.co/mp3-preview/999836401994a46ec3e0ceaa15321dd3b4fa6058?cid=92635a7f55d045ebb6fb8dee4927d449
2Qv0DF1us4LhzLj0Cx9cSn,0.799,0.6,7,-7.474,1,0.332,0.39,0.0,0.0474,0.683,170.22,210353,4,2021-11-20 10:26:23.402031,Turraka - Remix,Kaleb Di Masi,https://i.scdn.co/image/ab67616d0000b2737cd1314230d0bbe6cc874467,https://p.scdn.co/mp3-preview/b0b27bf7cdaae5267b7733e84263c3c08018359d?cid=92635a7f55d045ebb6fb8dee4927d449
6GsD646HrIDJJpzoY9T1Rt,0.818,0.648,2,-3.847,0,0.131,0.0166,1.01e-05,0.177,0.713,92.019,196727,4,2021-11-20 10:26:23.402031,Unfollow,Duki,https://i.scdn.co/image/ab67616d0000b27382217d1756f3ba3f5720756b,https://p.scdn.co/mp3-preview/5cc495fef9668c3b02278f5c266a50dc8b363d83?cid=92635a7f55d045ebb6fb8dee4927d449
4Yip3hds5IHyT7AqoNHfmX,0.744,0.679,5,-3.51,1,0.0791,0.0654,0.00429,0.0966,0.866,176.024,199773,4,2021-11-20 10:26:23.402031,Wow Wow (feat. Becky G),Maria Becerra,https://i.scdn.co/image/ab67616d0000b2731c8755a712cc2635d4e4c82b,https://p.scdn.co/mp3-preview/b5597dfeca78638cb3d5cdcc5c829491ddd5d4de?cid=92635a7f55d045ebb6fb8dee4927d449
6w8yBI2vthyN9UnwO4UBWb,0.729,0.513,5,-6.345,0,0.0455,0.494,1.1e-06,0.137,0.789,170.064,192353,3,2021-11-20 10:26:23.402031,Entre Nosotros,Tiago PZK,https://i.scdn.co/image/ab67616d0000b27372d28bb056b972b4f6a04bf3,https://p.scdn.co/mp3-preview/f0b5c09de884841b90c7740d06ec27e03da08024?cid=92635a7f55d045ebb6fb8dee4927d449
3xnzkgl56WCFFzLxQ8c07L,0.787,0.853,11,-4.629,0,0.354,0.418,0.000173,0.24,0.669,176.131,147658,4,2021-11-20 10:26:23.402031,KALEB DI MASI | DJ TAO Turreo Sessions #5,Kaleb Di Masi,https://i.scdn.co/image/ab67616d0000b2732a942e92cf2b2e2d0078674d,https://p.scdn.co/mp3-preview/3b7ab11b8c21cbb9b149deb0604d94246725101f?cid=92635a7f55d045ebb6fb8dee4927d449
1wcE84DVQUF16xudVFzezL,0.86,0.516,6,-5.518,0,0.145,0.0616,0.0,0.0791,0.591,98.005,190406,4,2021-11-20 10:26:23.402031,Mal Acostumbrao,Mau y Ricky,https://i.scdn.co/image/ab67616d0000b273b373b49bebee83de27393ab8,https://p.scdn.co/mp3-preview/dd750558454c6ab04a80ae1b02d9d5de336ffefc?cid=92635a7f55d045ebb6fb8dee4927d449
1GYJpuLq41vEVKXiHGEY9j,0.843,0.534,1,-6.658,0,0.142,0.467,0.0,0.0984,0.528,94.984,173053,4,2021-11-20 10:26:23.402031,Como Si No Importara,Emilia,https://i.scdn.co/image/ab67616d0000b27331d05f762a61695f80d34066,https://p.scdn.co/mp3-preview/82bea87773d98e6b2fb2c01465feef4be89d7109?cid=92635a7f55d045ebb6fb8dee4927d449
7m2iTdEKAtiGULWnTIRhX2,0.88,0.729,0,-7.741,1,0.42,0.184,0.00247,0.102,0.622,85.996,159077,4,2021-11-20 10:26:23.402031,Matatan,Kaleb Di Masi,https://i.scdn.co/image/ab67616d0000b273bdec6e28d9ca6f7c8a32ec79,https://p.scdn.co/mp3-preview/4aba3a4b6cb250bec14ca431c12d03b4584edb6b?cid=92635a7f55d045ebb6fb8dee4927d449
4kELKaXaNP4EQR8Q8xNIID,0.738,0.579,10,-5.88,0,0.0447,0.399,0.0,0.266,0.531,123.082,187332,4,2021-11-20 10:26:23.402031,FEEL ME??,Trueno,https://i.scdn.co/image/ab67616d0000b27385de3ee7edaa01757845dc6a,https://p.scdn.co/mp3-preview/8d39e52d077a4f5f77de08a886306318d1ebe5b3?cid=92635a7f55d045ebb6fb8dee4927d449
6WeJGp7MB7sEEf9InLEvh1,0.505,0.636,7,-5.214,1,0.037,0.501,0.0,0.152,0.283,169.87,239207,4,2021-11-20 10:26:23.402031,Loco,Tiago PZK,https://i.scdn.co/image/ab67616d0000b273f39a385761eaf48277b8f52c,https://p.scdn.co/mp3-preview/bbf96c69bf7c4a7f2824712de946b393ec133dc4?cid=92635a7f55d045ebb6fb8dee4927d449
6aMgqUHmyLs5vnyaV98HID,0.685,0.725,1,-5.523,0,0.104,0.216,0.0,0.0857,0.463,140.816,120638,3,2021-11-20 10:26:23.402031,Ya No Llora,Marama,https://i.scdn.co/image/ab67616d0000b273b65c9df435e34a2444ee881a,https://p.scdn.co/mp3-preview/866bb883bdd362f9318d3c7eb0074d10715e7f45?cid=92635a7f55d045ebb6fb8dee4927d449
4axxCbc4tWlpqHP5UbJMc3,0.829,0.81,2,-4.801,1,0.144,0.0424,0.0,0.0748,0.707,114.044,161485,4,2021-11-20 10:26:23.402031,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,https://i.scdn.co/image/ab67616d0000b273f6f7e0ce04a4f66622db1ffe,https://p.scdn.co/mp3-preview/91fb22dd0f2af5671a18a5807780af44040c5329?cid=92635a7f55d045ebb6fb8dee4927d449
7COGuXyTr12KvdaYXMqheC,0.769,0.812,1,-2.088,0,0.0825,0.281,2.63e-05,0.0781,0.926,180.003,280274,4,2021-11-20 10:26:23.402031,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,https://i.scdn.co/image/ab67616d0000b27384470c928279fc49c01337c2,https://p.scdn.co/mp3-preview/5e8fffe24cf827d9e0dd072824bbcf4a023e3088?cid=92635a7f55d045ebb6fb8dee4927d449
4it6vaFbkGRUaQlwWUMg3v,0.74,0.649,7,-4.297,1,0.0601,0.172,0.000237,0.111,0.645,94.02,165957,4,2021-11-20 10:26:23.402031,Mi Debilidad,Maria Becerra,https://i.scdn.co/image/ab67616d0000b2731c8755a712cc2635d4e4c82b,https://p.scdn.co/mp3-preview/6949b8addc4d09cd132c13655de9cde8779c3c00?cid=92635a7f55d045ebb6fb8dee4927d449
2qEoAz0i6yEz5dPggABcLH,0.811,0.588,1,-3.161,1,0.0464,0.128,0.0004,0.0929,0.553,107.022,226187,4,2021-11-20 10:26:23.402031,Una Vaina Loca,Fuego,https://i.scdn.co/image/ab67616d0000b2736fbedec674db39ddc4577dbb,https://p.scdn.co/mp3-preview/1faae9b37734a7137c38b6ae1147d5b5e2fa98aa?cid=92635a7f55d045ebb6fb8dee4927d449
3PwRuzdphgedcWVUOVYJ7I,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,4,2021-11-20 10:26:23.402031,Cúrame,Rauw Alejandro,https://i.scdn.co/image/ab67616d0000b273c1449d5655128274517f3733,https://p.scdn.co/mp3-preview/65e8be5817088695229638b9b960a5aa5b3082a2?cid=92635a7f55d045ebb6fb8dee4927d449
6D2TCm4nf5nxAcdGJ7w3QP,0.903,0.817,8,-3.972,1,0.095,0.0272,0.000311,0.242,0.732,102.014,217360,4,2021-11-20 10:26:23.402031,Qué Más Pues?,J Balvin,https://i.scdn.co/image/ab67616d0000b273922a7339d969b5f0262580f5,
0cOa970mzTWAxKtltpkpLc,0.85,0.541,2,-4.522,1,0.0674,0.161,5.01e-06,0.286,0.916,92.003,165275,4,2021-11-20 10:26:23.402031,Miénteme,TINI,https://i.scdn.co/image/ab67616d0000b273610c6b200ecf596166c50d90,https://p.scdn.co/mp3-preview/a03bc191d3c0815925d30eac82bcaaccfb992562?cid=92635a7f55d045ebb6fb8dee4927d449
4bF2y8rR7GUjrd5LNEvej3,0.57,0.455,1,-5.748,0,0.0996,0.441,0.000746,0.0654,0.399,167.933,151429,4,2021-11-20 10:26:23.402031,París,Ingratax,https://i.scdn.co/image/ab67616d0000b273f29ea74e682a0d554be4218b,https://p.scdn.co/mp3-preview/c1a85b20904e609b4495836d3478aeb470296168?cid=92635a7f55d045ebb6fb8dee4927d449
