country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo_1,duration_ms,popularity,basic_kmeans_cluster,chroma,chroma_cens,mff,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,Spectral_Rolloff,poly_features,tonnetz,ZCR,onset_strength,pitch,magnitude,tempo_2,adv_kmeans_cluster,pl_count
philippines,0.758,0.39,1,-9.799,1,0.0485,0.567,0.0,0.099,0.238,117.048,168205,77,1,0.39430416,0.248379477,6.3950458,2205.103593,2825.943043,22.15031786,0.009362186,5234.685013,2.620143511,-0.045981006,0.056546143,1.5561303,4.3432593,0.1940813,117.4538352,5,1
philippines,0.657,0.337,9,-10.546,1,0.0433,0.45,0.0,0.106,0.183,125.057,245760,74,1,0.33696932,0.226582212,6.403001,1687.99487,2126.179133,21.92409556,0.005368919,3703.110941,2.880336445,-0.030748189,0.069004496,1.2298496,10.342841,0.31263447,123.046875,3,1
philippines,0.545,0.309,5,-10.235,1,0.0313,0.961,0.000733,0.189,0.232,123.767,216774,72,1,0.24649042,0.219118751,-3.4381273,1353.656581,1740.130761,24.32419883,0.001684943,2355.51909,2.116347065,0.041670778,0.061536287,1.3299671,8.157158,0.3028226,123.046875,7,1
philippines,0.595,0.34,5,-7.713,1,0.0279,0.895,0.0,0.112,0.448,94.989,214500,74,1,0.2916606,0.222053705,-4.286166,1985.316105,2379.475002,22.65460229,0.00824763,4154.291546,3.107197484,0.050970149,0.081329062,1.26698,15.249519,0.5297379,95.703125,7,1
philippines,0.588,0.501,2,-12.167,1,0.0374,0.36,0.000273,0.101,0.4,104.987,272125,72,4,0.3576627,0.264717973,3.0357358,1901.473354,2468.773746,22.59910031,0.006720016,4433.72319,1.864011431,-0.009758773,0.072718381,1.3916217,9.063612,0.20898817,103.359375,5,1
philippines,0.596,0.182,6,-16.004,1,0.0378,0.903,0.0,0.0909,0.268,111.734,280714,73,1,0.2735731,0.216512981,-4.0556335,1664.771245,2226.561426,23.27721805,0.003852863,3697.869306,1.065988695,-0.09378874,0.05631523,1.3323671,6.857621,0.15207352,112.3471467,7,1
philippines,0.676,0.259,6,-12.127,1,0.0598,0.801,2.36e-05,0.115,0.314,75.031,204693,72,1,0.3377899,0.242672051,2.133498,1682.688908,2096.268893,22.76554283,0.006178023,3419.512656,2.00952073,-0.065638384,0.071781879,1.4404914,11.64959,0.23126562,112.3471467,7,1
philippines,0.59,0.294,9,-8.125,1,0.0654,0.854,0.0,0.0873,0.461,87.895,211364,79,1,0.28270337,0.216457426,-5.5338216,2235.541462,2559.923604,23.34195546,0.012116772,5047.227813,2.140786654,0.011952866,0.076510497,1.480996,6.593995,0.29190284,89.10290948,7,2
thailand,0.59,0.294,9,-8.125,1,0.0654,0.854,0.0,0.0873,0.461,87.895,211364,79,1,0.28270337,0.216457426,-5.5338216,2235.541462,2559.923604,23.34195546,0.012116772,5047.227813,2.140786654,0.011952866,0.076510497,1.480996,6.593995,0.29190284,89.10290948,7,2
philippines,0.355,0.399,7,-8.091,1,0.0266,0.3,3.21e-06,0.088,0.2,69.448,243612,68,4,0.37293553,0.222468913,8.163635,1958.199584,2365.161908,22.44994234,0.008028873,4262.532558,3.878905189,0.027701261,0.077173759,1.0756333,11.72958,0.4419725,95.703125,3,1
philippines,0.561,0.651,9,-4.862,1,0.0689,0.309,0.0,0.378,0.355,129.957,275420,70,4,0.37187743,0.267093627,6.910934,2485.478838,2535.967413,20.5998494,0.026660098,5302.734602,4.033890804,-0.033122263,0.117314861,1.2574034,30.125172,0.48952734,129.1992188,6,1
philippines,0.636,0.159,11,-13.117,1,0.0549,0.892,0.0,0.112,0.658,119.766,168493,71,1,0.23099674,0.198683282,-6.213791,1535.201892,2144.602405,24.20020995,0.00432015,3188.339054,1.437374427,-0.020028051,0.051632341,1.4409896,4.3754587,0.23045701,117.4538352,7,1
poland,0.772,0.607,1,-8.016,1,0.105,0.375,5.61e-05,0.164,0.814,139.963,196600,77,5,0.44948858,0.240379522,6.891716,2231.941617,2627.775635,21.06140825,0.01872323,5032.327904,2.756940669,-0.064228274,0.075164323,1.8600538,9.982117,0.24717689,135.9991776,2,1
poland,0.801,0.531,9,-8.023,1,0.177,0.205,3.6e-05,0.0902,0.376,83.939,165653,71,4,0.44126698,0.258175355,3.5738137,2273.796753,2537.230581,20.84101318,0.020481925,4930.42852,2.596491465,-0.049515369,0.084559201,2.247527,15.353746,0.2207465,112.3471467,2,1
poland,0.738,0.514,11,-7.933,1,0.331,0.348,0.000127,0.11,0.518,144.991,210200,68,0,0.39105394,0.245037481,1.9412432,2551.562536,2798.329906,20.60057267,0.024343418,5798.398271,2.487293381,-0.037129325,0.088558421,1.9100574,10.613049,0.22511809,143.5546875,2,1
poland,0.788,0.718,2,-7.32,0,0.234,0.329,1.69e-05,0.118,0.513,127.951,168750,76,8,0.41667578,0.279645627,5.281613,2471.467309,2651.116342,20.51873938,0.025519516,5670.282379,2.919946733,0.014217082,0.086372116,1.8149656,12.644353,0.23876107,129.1992188,4,1
poland,0.777,0.625,6,-8.711,0,0.213,0.296,0.0,0.296,0.581,88.512,177307,67,8,0.43275833,0.253505452,1.5720531,2576.448636,2703.417712,20.84778123,0.028258162,5499.166747,2.507636804,-0.017413066,0.099629783,2.0037036,17.937727,0.2151066,117.4538352,1,1
poland,0.802,0.725,11,-6.162,0,0.287,0.257,0.0,0.116,0.723,123.005,219268,62,2,0.42512038,0.25699348,7.2184587,2287.043895,2690.922701,20.51121,0.01595781,5381.159128,3.22765167,0.028830536,0.078268612,1.8657733,10.428908,0.25605932,123.046875,4,1
poland,0.726,0.822,7,-5.106,1,0.0367,0.00624,1.99e-05,0.139,0.768,97.019,205133,62,5,0.42976782,0.257309578,6.0684404,2411.721702,2571.311525,19.85833469,0.025904564,5258.951533,3.027749067,0.014706083,0.098104849,1.7912414,20.692585,0.24347392,95.703125,4,1
poland,0.595,0.551,5,-8.273,0,0.132,0.451,0.0,0.135,0.468,129.568,255720,70,8,0.40487266,0.24347229,4.214307,2294.2877,2611.571252,20.01462198,0.02378963,5061.919391,2.60146238,0.070276066,0.086695243,1.7844541,14.604398,0.2376555,129.1992188,2,1
poland,0.503,0.743,10,-4.712,1,0.034,0.0671,6.85e-05,0.0984,0.313,174.002,209655,72,6,0.3377712,0.235844502,10.337466,2140.2151,2393.928538,20.38251415,0.016537488,4651.396874,5.253396201,0.020237348,0.087363039,1.2876219,18.635616,0.5640173,117.4538352,3,1
poland,0.747,0.738,8,-4.72,0,0.337,0.118,0.0,0.15,0.605,140.046,173573,61,2,0.39980152,0.255843315,3.6829784,2694.229723,2673.754705,20.93134369,0.025108818,5848.031304,3.325928847,0.021612461,0.101277543,1.9249552,14.678132,0.24335974,143.5546875,4,1
poland,0.818,0.581,2,-6.593,1,0.199,0.0409,2.36e-05,0.0983,0.5,163.063,159018,71,6,0.52182704,0.216435056,7.2078695,2413.254694,2779.718753,20.05826842,0.016498938,5747.606912,3.183758526,-0.002269316,0.061835227,1.9217687,7.2889404,0.13299134,107.6660156,2,1
poland,0.794,0.664,10,-6.303,0,0.0652,0.201,0.0,0.111,0.276,123.068,225360,71,8,0.42167634,0.245314127,5.897227,2330.509402,2574.361421,20.02599696,0.023370063,5170.968732,3.064521065,0.085414401,0.089331659,1.7188504,15.382604,0.27621275,123.046875,2,1
poland,0.56,0.739,9,-6.291,1,0.0982,0.233,0.0,0.365,0.323,102.7,188573,67,4,0.40560186,0.240071761,3.5308702,2830.708094,2732.416037,21.46447173,0.029211558,5921.522527,2.768221784,-0.018773598,0.112583219,2.0722854,15.361098,0.26430354,151.9990809,1,1
poland,0.621,0.397,5,-10.269,1,0.0734,0.523,1.78e-06,0.095,0.524,164.654,168387,65,1,0.39215758,0.198567661,6.3165483,2131.654917,2592.24375,21.2670634,0.011649237,4809.229253,2.430230428,0.018302974,0.060197671,1.4283267,5.876209,0.2131246,161.4990234,3,1
poland,0.74,0.703,10,-6.407,0,0.289,0.139,0.0,0.392,0.313,140.881,327373,64,0,0.44836092,0.238442038,7.835877,2736.817359,2810.560939,20.83621525,0.022276878,5983.613818,3.147896986,0.010126232,0.090224322,1.9207705,5.738871,0.19212921,143.5546875,2,1
poland,0.749,0.574,11,-8.976,0,0.17,0.427,0.000103,0.134,0.711,139.949,223907,68,2,0.42659372,0.273427258,-2.033552,2582.200493,2600.51648,19.97660248,0.035937984,5417.71724,2.080325804,0.000124055,0.117531035,2.011919,26.238937,0.20686011,143.5546875,1,1
poland,0.763,0.734,9,-9.773,1,0.0519,0.18,5.08e-05,0.112,0.346,129.993,137993,73,4,0.47168234,0.250828129,4.39667,2834.506418,2951.730157,20.32327983,0.027506625,6531.693837,2.515678045,0.005221216,0.100786617,1.6163954,10.648252,0.19641306,129.1992188,2,1
poland,0.536,0.644,4,-7.827,1,0.349,0.0809,0.0,0.256,0.705,146.033,145070,69,0,0.43808174,0.236044304,2.6520355,3038.779969,2986.079735,19.93211482,0.043559898,6853.10856,2.720312583,0.024080932,0.129855224,1.8656894,21.182009,0.23062724,143.5546875,1,1
poland,0.551,0.844,11,-3.939,0,0.0505,0.00446,0.0,0.459,0.227,171.939,160000,69,6,0.47457442,0.250008274,11.205391,2325.714188,2599.094261,19.99745591,0.019942066,5249.884921,4.864257893,-0.041328927,0.084163512,1.3519777,13.054998,0.3921947,86.1328125,6,1
poland,0.788,0.465,1,-6.518,1,0.423,0.513,8.53e-06,0.128,0.338,77.496,161032,61,0,0.40587154,0.22433742,4.775605,2212.356777,2545.076269,20.39534602,0.015756398,4986.694846,3.58359013,0.063599018,0.084157843,1.9779654,10.827627,0.23559815,151.9990809,2,1
poland,0.801,0.817,5,-5.45,1,0.0493,0.715,0.000434,0.612,0.922,129.963,151512,69,9,0.40647212,0.263513617,3.2659023,2275.026111,2452.462724,21.16024694,0.025992999,4869.278889,3.102790144,0.017182399,0.096871296,1.8631526,24.712719,0.33272696,129.1992188,4,1
poland,0.821,0.832,6,-6.64,1,0.0499,0.352,0.00316,0.153,0.531,128.924,193488,69,5,0.35719046,0.268388791,-0.11652295,1767.67346,1929.836144,21.68289572,0.014664181,3389.13784,3.0243713,-0.031412594,0.076451541,1.982137,19.983393,0.30929118,129.1992188,5,1
poland,0.613,0.388,5,-7.706,1,0.0529,0.811,0.0,0.115,0.644,77.957,177933,67,1,0.3341431,0.223865966,-1.2493142,1897.503655,2144.313183,22.41679634,0.011170399,3750.402322,2.428779557,0.017927344,0.079445098,1.6423389,11.25577,0.3098712,151.9990809,7,1
poland,0.87,0.651,7,-6.524,0,0.349,0.131,1.18e-05,0.308,0.85,144.927,178760,58,0,0.44267344,0.255523128,-0.24273066,2677.496132,2542.636883,21.00331911,0.034234267,5433.517144,2.255749707,0.050151478,0.124479217,1.9685805,21.273907,0.20373188,143.5546875,1,1
poland,0.746,0.57,1,-7.631,1,0.0643,0.341,9.07e-05,0.235,0.911,128.02,172565,68,5,0.450776,0.25298102,7.8861394,2929.554485,2937.973393,18.98765518,0.037443664,6518.160586,3.574213791,-0.064509185,0.12213267,1.3666834,14.544893,0.33946896,129.1992188,6,1
poland,0.719,0.518,11,-8.966,1,0.221,0.678,0.00233,0.0874,0.718,83.948,142920,66,0,0.41218805,0.266988794,0.21524823,2319.585417,2490.677951,21.69692402,0.027120786,4768.612832,2.270499686,-0.031285601,0.09767817,2.2180142,16.28637,0.23064975,112.3471467,5,1
poland,0.717,0.725,6,-6.287,0,0.162,0.467,0.0,0.0987,0.645,119.926,176000,65,2,0.42241177,0.244966647,6.188474,2138.650464,2520.320353,19.97688452,0.017739503,4663.155136,3.753945047,-0.022882766,0.078317743,1.4351267,13.739129,0.35660064,117.4538352,4,1
poland,0.769,0.865,11,-4.522,0,0.266,0.231,0.0,0.778,0.433,132.934,144361,57,9,0.41037896,0.277557057,7.45365,2162.875098,2353.95754,20.65898947,0.013294389,4576.305661,4.151737134,0.008864468,0.081003289,1.7861353,12.662654,0.35379222,135.9991776,4,1
poland,0.799,0.627,2,-5.602,1,0.0355,0.0572,1.54e-05,0.101,0.879,128.977,183256,66,5,0.42720458,0.255030606,6.326098,2942.738016,2925.149595,20.29101362,0.031522296,6543.827097,3.249983175,-0.052576575,0.111449062,1.6075494,13.072171,0.23788065,129.1992188,1,1
portugal,0.751,0.493,0,-4.953,1,0.17,0.422,0.0,0.629,0.557,141.812,164170,71,9,0.3745099,0.231412908,7.387594,2198.823224,2714.181773,21.74940658,0.009814707,5153.368838,3.699001544,0.067286414,0.060803109,1.8863586,5.7527432,0.3005744,95.703125,4,1
portugal,0.631,0.594,2,-5.727,1,0.0581,0.0225,1.91e-06,0.351,0.716,129.991,205547,73,5,0.46067888,0.272342197,8.823694,2456.361874,2597.592701,19.95379788,0.025831016,5500.566739,4.1382889,0.005306371,0.105262402,1.3518677,26.652462,0.40773404,129.1992188,6,1
portugal,0.572,0.559,7,-8.733,1,0.159,0.756,0.000109,0.0873,0.664,179.965,222628,58,6,0.3016161,0.254035215,0.56807405,1900.103841,2290.071874,21.85095836,0.010046573,4022.742342,2.110501481,0.043133011,0.067682508,1.7000018,8.167937,0.22199903,89.10290948,5,1
portugal,0.798,0.71,8,-5.078,0,0.171,0.517,0.0,0.167,0.82,130.037,155307,60,2,0.35488528,0.249996214,5.2316933,2057.164415,2415.558355,21.43173168,0.012095378,4513.714373,3.56401297,-0.022974204,0.080028995,1.8187468,13.682736,0.3898804,129.1992188,4,1
portugal,0.546,0.41,4,-10.538,0,0.421,0.522,5.05e-05,0.0945,0.317,63.1,180341,60,0,0.3911737,0.241632346,-2.1045556,1876.309527,2167.963897,23.18312796,0.006766545,3796.152045,1.832700961,0.067511235,0.062106956,1.7410362,9.652979,0.1384751,117.4538352,5,1
portugal,0.471,0.25,4,-7.921,1,0.0342,0.894,0.0,0.171,0.438,140.227,238306,58,1,0.26747492,0.211949669,-3.3585958,2353.389458,2519.040272,24.34391459,0.012889872,4969.01162,2.17150037,-0.01764101,0.102021681,1.3576853,13.678062,0.32140574,129.1992188,7,1
portugal,0.443,0.29,3,-8.303,1,0.0349,0.739,0.0,0.0945,0.335,98.663,228502,59,1,0.2912532,0.209775155,0.21393915,1913.418734,2253.811729,24.26736479,0.008626182,3898.859757,1.765310329,0.009544999,0.077451913,1.2613858,9.122545,0.20969722,143.5546875,7,1
portugal,0.747,0.725,2,-2.564,0,0.363,0.551,0.0,0.0626,0.904,129.96,125558,73,0,0.39654562,0.263104967,7.147842,2261.385406,2327.31875,21.98277542,0.025591185,4565.99739,4.694662244,0.002836161,0.100922292,2.3096356,23.270033,0.48408338,129.1992188,4,1
portugal,0.601,0.36,9,-7.791,0,0.0877,0.586,0.0,0.0882,0.335,124.993,276480,76,8,0.32115516,0.220329923,1.8945266,2106.324614,2321.082427,23.51700485,0.006757183,4451.723081,2.762585322,0.015085864,0.088279134,1.7931112,8.960299,0.26722762,123.046875,5,1
portugal,0.522,0.688,6,-8.772,0,0.133,0.24,0.000155,0.368,0.49,126.604,258223,57,8,0.38959736,0.264284797,4.5681233,1751.655238,2189.68737,21.8427631,0.009007658,3664.361175,2.695255206,-0.020314348,0.068092181,1.6897256,14.571085,0.26636097,123.046875,5,1
portugal,0.659,0.664,9,-10.216,0,0.16,0.132,0.0,0.266,0.532,174.94,208276,53,6,0.45506963,0.218948669,4.2849264,2450.810266,2807.212712,21.16939239,0.017582025,5770.640106,2.45812797,0.031962184,0.073608776,1.7741483,9.714444,0.15580538,117.4538352,2,1
portugal,0.722,0.728,5,-7.905,0,0.075,0.168,0.173,0.277,0.66,139.965,188571,48,2,0.43230483,0.27585833,4.733151,1713.536297,2190.632269,21.63480577,0.008367474,3507.587123,2.665162188,-0.008408694,0.057571458,1.9413632,11.70884,0.18758379,112.3471467,5,1
portugal,0.623,0.656,9,-3.662,0,0.229,0.288,0.0,0.105,0.576,112.823,302118,78,2,0.33639216,0.233400232,-1.580372,2730.751372,2894.881273,21.8035668,0.018076478,6351.811591,3.206521393,0.029116189,0.093189535,1.7745261,9.253304,0.28733423,112.3471467,4,1
portugal,0.568,0.736,11,-4.817,0,0.0557,0.201,0.0,0.362,0.72,153.093,181123,73,6,0.36496025,0.261269542,4.554131,2987.877318,2862.092735,21.11259535,0.036101334,6517.935587,3.433876723,-0.017891535,0.126360158,1.5832973,20.142088,0.36275005,151.9990809,6,1
portugal,0.873,0.476,5,-3.962,1,0.065,0.623,4.85e-06,0.0712,0.923,132.964,149323,75,5,0.40996623,0.226804418,6.387187,1586.689949,1750.581419,22.30213172,0.004702751,3180.455768,4.139248684,-0.010732908,0.071057771,1.866511,25.267242,0.4843857,135.9991776,3,1
portugal,0.75,0.668,0,-4.49,0,0.061,0.78,3.13e-06,0.338,0.786,94.998,159147,73,8,0.32060036,0.24549331,3.5269308,2132.383466,2695.715243,20.89379847,0.016609719,4920.536913,3.689152964,0.018120894,0.072024508,1.8035569,8.102433,0.4415494,129.1992188,4,1
portugal,0.541,0.515,5,-3.182,1,0.0488,0.496,0.0,0.0937,0.41,86.66,210461,77,4,0.34563744,0.205047165,6.5822883,1839.044939,2287.301785,22.3794965,0.008309394,3870.926593,3.300492698,0.127573431,0.063600522,1.8966717,6.587604,0.27504647,129.1992188,3,1
portugal,0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85e-06,0.104,0.432,129.988,150462,74,5,0.42429012,0.231833392,5.271872,2754.833646,2820.903882,21.09840201,0.027180135,6216.079079,3.079929038,-0.050138937,0.100241646,1.747039,14.78644,0.28072494,129.1992188,4,1
romania,0.787,0.832,1,-6.701,1,0.17,0.616,0.0,0.239,0.782,97.958,167438,56,5,0.3561571,0.265093799,1.5551438,2148.694111,2401.142652,20.81498491,0.015245062,4621.13039,2.922268681,0.02671617,0.077259926,1.9401755,12.990863,0.2508357,129.1992188,4,1
romania,0.759,0.641,1,-6.641,1,0.0443,0.156,0.000446,0.304,0.369,122.024,161722,51,4,0.39902398,0.218882846,-2.640567,2437.272771,2510.653567,20.97443607,0.023935748,5243.876624,1.913421832,-0.078520696,0.094368666,1.6893666,13.8674755,0.17451954,123.046875,2,1
romania,0.859,0.568,1,-11.326,1,0.328,0.223,2.09e-06,0.0952,0.536,93.992,197813,55,0,0.36866048,0.25673996,2.070504,1901.991285,2203.031486,21.41964572,0.009212148,4029.525634,1.773565206,-0.058349708,0.073449291,1.794926,15.341409,0.16110237,95.703125,5,1
romania,0.882,0.767,6,-4.598,1,0.199,0.101,0.0,0.083,0.902,160.034,136875,57,5,0.38725194,0.268068026,3.3009663,2382.373991,2572.900636,21.72041343,0.02048321,5308.509567,2.827819977,-0.026837103,0.09485468,2.2369814,16.716944,0.24211003,161.4990234,4,1
romania,0.729,0.587,7,-7.06,0,0.106,0.0865,0.0,0.101,0.861,142.116,249718,51,2,0.4201659,0.23341564,-0.835557,2636.701443,2575.348212,20.88512585,0.028691366,5344.826014,2.770882242,0.053023386,0.107925651,1.8466287,24.425016,0.25866488,143.5546875,1,1
romania,0.629,0.684,5,-6.023,1,0.0319,0.064,0.0,0.115,0.457,101.982,176471,54,4,0.38137275,0.248400201,1.0427564,2627.864268,2581.528507,21.19054733,0.03158076,5587.557879,3.509899205,0.019730068,0.122616039,1.3986902,33.96356,0.4541269,103.359375,6,1
romania,0.781,0.772,5,-6.975,1,0.264,0.556,4.65e-05,0.201,0.52,141.979,152113,52,0,0.39332038,0.259133815,0.87412745,2477.486908,2543.862195,20.47673603,0.030517967,5334.076079,2.835564138,0.053105298,0.112907103,1.9375494,27.588774,0.3114068,112.3471467,1,1
romania,0.794,0.674,0,-3.992,0,0.0957,0.0429,0.0203,0.111,0.663,160.096,129750,54,2,0.42247847,0.268432387,5.5912266,2023.008697,2554.951174,20.62834599,0.019426469,4743.187985,3.024405543,0.010032518,0.057271007,2.3494203,12.021597,0.23794873,107.6660156,4,1
romania,0.766,0.825,11,-5.86,1,0.336,0.0873,0.0,0.598,0.695,158.083,147342,50,9,0.46234477,0.234900082,-0.99974567,2610.769802,2502.398046,21.11763822,0.026647447,5338.917716,2.898480066,0.0208906,0.111716256,1.9832261,34.715252,0.24691606,161.4990234,1,1
romania,0.835,0.717,8,-8.379,1,0.108,0.0808,3.73e-05,0.107,0.738,90.01,181333,50,5,0.5491476,0.232908984,5.8756275,2098.072865,2475.368598,19.63322622,0.011683582,4753.496256,2.659668286,-0.101303336,0.057236615,1.7440401,8.234658,0.14016125,89.10290948,2,1
romania,0.845,0.695,7,-10.313,1,0.174,0.311,0.0,0.286,0.858,92.018,135652,50,5,0.37050918,0.247544105,-6.5113783,2854.957737,2749.249033,20.76629805,0.036154114,6185.454264,1.606625502,0.060267602,0.122165928,1.864637,27.09325,0.18074735,92.28515625,1,1
romania,0.488,0.608,4,-5.309,0,0.115,0.27,0.0,0.0821,0.283,164.49,219016,56,6,0.35974544,0.240081505,8.239014,2152.732593,2555.413178,21.88556793,0.010893178,4996.569786,3.241340007,0.070731828,0.075674146,1.5333643,8.349083,0.27225226,112.3471467,3,1
romania,0.863,0.266,2,-12.89,1,0.663,0.0372,1.69e-05,0.109,0.159,159.868,167370,50,0,0.52119356,0.232494848,-2.5648499,2378.987858,2498.912566,22.23729338,0.015468884,4947.578416,0.880993845,-0.010850824,0.082602675,1.820407,10.273413,0.030620262,161.4990234,2,1
romania,0.776,0.374,0,-9.623,0,0.0743,0.589,0.0,0.135,0.545,110.069,200727,52,8,0.3861468,0.226877965,2.7582717,1958.710726,2384.560668,22.28982717,0.011815711,4254.024276,2.272767547,-0.00559947,0.063558573,1.6449281,7.8718424,0.18056448,112.3471467,5,1
romania,0.811,0.671,0,-7.574,0,0.0752,0.0317,0.000474,0.401,0.622,124.024,185945,56,2,0.4496852,0.271968368,5.678742,2237.931285,2658.485198,20.49172905,0.013208723,5181.743667,2.975406314,0.01699287,0.066482591,1.729645,8.152994,0.18335088,123.046875,2,1
romania,0.84,0.786,1,-6.411,0,0.151,0.16,0.0,0.338,0.966,75.023,204800,51,2,0.3547486,0.270471792,4.5248203,2818.297311,2889.325605,19.9267388,0.035668306,6413.552885,2.687147314,-0.026896119,0.114683736,1.9190311,22.15164,0.25904572,151.9990809,1,1
romania,0.905,0.732,6,-4.743,0,0.253,0.262,1.52e-06,0.434,0.55,98.211,158112,51,2,0.4318093,0.245077861,2.5521736,2374.24155,2484.218342,20.74880968,0.025107741,5064.977706,2.913945729,0.014995347,0.098120344,2.0354602,21.177502,0.25465122,99.38401442,4,1
romania,0.839,0.646,2,-7.769,1,0.107,0.0408,1.33e-05,0.114,0.616,179.973,141333,51,6,0.46340078,0.267381418,7.044585,2444.183769,2882.28078,19.39832327,0.020151876,5867.864518,2.824464904,-0.01435527,0.080125744,2.307067,6.077579,0.18121207,89.10290948,2,1
romania,0.698,0.831,4,-4.711,1,0.201,0.16,0.0305,0.193,0.824,166.067,169157,50,6,0.52777076,0.228330004,8.033667,2027.159617,2212.59756,19.8815856,0.014009281,4390.448452,3.945436774,-0.016138078,0.069932306,1.7299417,15.042469,0.23098657,112.3471467,2,1
romania,0.454,0.518,1,-6.36,0,0.0777,0.0674,2.94e-06,0.118,0.172,94.665,145178,48,8,0.4403495,0.231182814,5.6189866,2436.594328,2807.809189,21.1218253,0.01658408,5849.506296,2.860632771,-0.08444396,0.070472741,1.6093633,7.7154293,0.19209191,95.703125,2,1
romania,0.807,0.672,5,-8.904,0,0.0636,0.00829,0.00127,0.0946,0.792,103.0,202478,52,2,0.37040228,0.270379769,2.563204,2636.64944,2618.971809,21.63870452,0.028291065,5625.632649,1.692362122,0.028202377,0.111893881,1.9052829,21.3143,0.13370906,103.359375,1,1
romania,0.719,0.904,5,-3.429,0,0.261,0.13,0.0,0.0608,0.899,101.222,174001,52,2,0.3968386,0.271182349,4.419323,2416.320339,2562.413002,20.55121645,0.026438417,5346.967668,4.049776272,-0.019151685,0.10316113,1.6778553,23.89971,0.4828447,135.9991776,4,1
romania,0.86,0.568,10,-6.364,0,0.243,0.0678,2.8e-06,0.605,0.36,96.022,150000,49,9,0.643679,0.20825853,10.305129,2052.523564,2682.651867,20.63589159,0.006833266,5062.686053,3.471253779,0.041101862,0.028195597,2.099026,3.097146,0.07635671,129.1992188,2,1
romania,0.87,0.717,7,-9.91,1,0.289,0.0333,4.09e-06,0.0991,0.724,118.065,157119,49,0,0.45499387,0.266518636,3.915739,3022.427902,3032.711241,20.19589741,0.033652373,6531.602171,2.050193822,0.018095846,0.126823118,1.7468911,14.414356,0.1817458,117.4538352,1,1
romania,0.933,0.575,11,-8.121,0,0.0696,0.133,0.0,0.0705,0.928,136.044,202002,50,2,0.35050008,0.25915604,1.9396647,2996.170176,2981.943483,20.39637287,0.03620621,6712.151079,2.118030168,-0.015161098,0.134145447,2.2197988,18.61441,0.19941245,135.9991776,1,1
russia,0.825,0.534,1,-5.658,0,0.158,0.477,0.0,0.114,0.606,150.111,192004,68,8,0.31265762,0.231681448,0.8652959,2134.519825,2399.793768,22.30715463,0.017990526,4504.689427,3.071970975,-0.05733992,0.085586028,1.9108396,13.34008,0.3581289,151.9990809,5,2
ukraine,0.825,0.534,1,-5.658,0,0.158,0.477,0.0,0.114,0.606,150.111,192004,68,8,0.31265762,0.231681448,0.8652959,2134.519825,2399.793768,22.30715463,0.017990526,4504.689427,3.071970975,-0.05733992,0.085586028,1.9108396,13.34008,0.3581289,151.9990809,5,2
russia,0.933,0.567,11,-5.832,1,0.174,0.00769,0.000569,0.0959,0.157,104.968,120860,68,4,0.599774,0.235121015,7.785443,2160.235263,2609.104339,19.80095125,0.017282683,5042.611175,3.550587678,-0.007308684,0.061215049,2.0794675,11.96822,0.16461968,103.359375,2,2
ukraine,0.933,0.567,11,-5.832,1,0.174,0.00769,0.000569,0.0959,0.157,104.968,120860,68,4,0.599774,0.235121015,7.785443,2160.235263,2609.104339,19.80095125,0.017282683,5042.611175,3.550587678,-0.007308684,0.061215049,2.0794675,11.96822,0.16461968,103.359375,2,2
russia,0.956,0.506,3,-8.107,1,0.153,0.00607,0.0332,0.118,0.503,99.997,163693,68,5,0.4574214,0.201749877,2.1632023,2031.744633,2204.828389,19.63765579,0.02258823,4239.232699,2.32296637,0.025361127,0.083755351,2.4625432,23.397234,0.09743716,99.38401442,2,2
ukraine,0.956,0.506,3,-8.107,1,0.153,0.00607,0.0332,0.118,0.503,99.997,163693,68,5,0.4574214,0.201749877,2.1632023,2031.744633,2204.828389,19.63765579,0.02258823,4239.232699,2.32296637,0.025361127,0.083755351,2.4625432,23.397234,0.09743716,99.38401442,2,2
russia,0.731,0.734,1,-7.693,1,0.035,0.00505,1.25e-05,0.404,0.751,124.957,174843,71,5,0.48810777,0.252940836,7.361714,2728.925565,2865.939072,20.64257785,0.024374822,6219.662391,3.204339747,-0.032654265,0.099323662,1.3557031,13.818066,0.20995967,123.046875,4,2
ukraine,0.731,0.734,1,-7.693,1,0.035,0.00505,1.25e-05,0.404,0.751,124.957,174843,71,5,0.48810777,0.252940836,7.361714,2728.925565,2865.939072,20.64257785,0.024374822,6219.662391,3.204339747,-0.032654265,0.099323662,1.3557031,13.818066,0.20995967,123.046875,4,2
russia,0.9,0.631,1,-7.049,1,0.0981,0.171,0.0,0.113,0.417,100.085,134957,66,5,0.48015282,0.233839539,3.2106612,2333.626544,2487.220248,20.8434151,0.022071466,5123.494019,3.004244697,-0.030372385,0.089995677,1.8029042,18.222038,0.24252081,99.38401442,2,2
ukraine,0.9,0.631,1,-7.049,1,0.0981,0.171,0.0,0.113,0.417,100.085,134957,66,5,0.48015282,0.233839539,3.2106612,2333.626544,2487.220248,20.8434151,0.022071466,5123.494019,3.004244697,-0.030372385,0.089995677,1.8029042,18.222038,0.24252081,99.38401442,2,2
